source_id;orig_source_name;food_id;orig_food_common_name;orig_content;orig_min;orig_max;orig_unit;standard_content
2;Protein;748;Hibiscus tea;430.0;None;None;mg/100g;430.0
3;Carbohydrate, by difference;748;Hibiscus tea;7410.0;None;None;mg/100g;7410.0
