source_id;orig_source_name;food_id;orig_food_common_name;orig_content;orig_min;orig_max;orig_unit;standard_content
2;Protein;58;Coffee, dry, powder, with whitener, reduced calorie;1960.0;None;None;mg/100g;1960.0
3;Carbohydrate, by difference;58;Coffee, dry, powder, with whitener, reduced calorie;59940.0;None;None;mg/100g;59940.0
