('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(2213509, 455, 'Compound', 940, '14366', 'Tea, instant, unsweetened, powder', None, None, '263', 'Theobromine', Decimal('71.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('71.000000000'), None, 1)
(2213619, 455, 'Compound', 940, '14367', 'Tea, instant, unsweetened, powder, prepared', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('0E-9'), None, 1)
(2213731, 455, 'Compound', 940, '14368', 'Tea, instant, unsweetened, lemon-flavored, powder', None, None, '263', 'Theobromine', Decimal('40.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('40.000000000'), None, 1)
(2213843, 455, 'Compound', 940, '14370', 'Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder', None, None, '263', 'Theobromine', Decimal('1.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('1.000000000'), None, 1)
(2213955, 455, 'Compound', 940, '14371', 'Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder, prepared', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('0E-9'), None, 1)
(2214061, 455, 'Compound', 940, '14375', 'Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder', None, None, '263', 'Theobromine', Decimal('24.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('24.000000000'), None, 1)
(2214167, 455, 'Compound', 940, '14376', 'Tea, instant, sweetened with sodium saccharin, lemon-flavored, prepared', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0E-9'), None, 1)
(2214281, 455, 'Compound', 940, '14381', 'Tea, herb, other than chamomile, brewed', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0E-9'), 'tea or coffee', 1)
(2214440, 455, 'Compound', 940, '14475', 'Tea, ready-to-drink, ARIZONA iced tea, with lemon flavor', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0E-9'), None, 1)
(2214480, 455, 'Compound', 940, '14476', 'Tea, ready-to-drink, LIPTON BRISK iced tea, with lemon flavor', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0E-9'), None, 1)
(2214624, 455, 'Compound', 940, '14545', 'Tea, herb, chamomile, brewed', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0E-9'), 'tea or coffee', 1)
(2214888, 455, 'Compound', 940, '14601', "Tea, ready-to-drink, unsweetened, WENDY'S, fast food, without ice", None, None, '263', 'Theobromine', Decimal('1.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 25), datetime.datetime(2020, 3, 12, 20, 55, 25), None, None, Decimal('1.000000000'), None, 1)
(2215282, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Anther', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 26), datetime.datetime(2020, 3, 12, 20, 55, 26), None, None, None, 'tea or coffee', 1)
(2215284, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Flower', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 26), datetime.datetime(2020, 3, 12, 20, 55, 26), None, None, None, 'tea or coffee', 1)
(2215286, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Leaf', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 26), datetime.datetime(2020, 3, 12, 20, 55, 26), None, None, None, 'tea or coffee', 1)
(2215288, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Pericarp', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 26), datetime.datetime(2020, 3, 12, 20, 55, 26), None, None, None, 'tea or coffee', 1)
(2215290, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Seed', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 26), datetime.datetime(2020, 3, 12, 20, 55, 26), None, None, None, 'tea or coffee', 1)
(2215292, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Seed Coat', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 26), datetime.datetime(2020, 3, 12, 20, 55, 26), None, None, None, 'tea or coffee', 1)
(2215294, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Stem', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 26), datetime.datetime(2020, 3, 12, 20, 55, 26), None, None, None, 'tea or coffee', 1)
(2216500, 455, 'Compound', 940, 'WI4600', 'Tea', None, None, None, None, None, None, None, None, None, 'DFC CODES', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 28), datetime.datetime(2020, 3, 12, 20, 55, 28), None, None, None, 'tea or coffee', 1)
(2219868, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Anther', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, None, 'tea or coffee', 1)
(2219872, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Flower', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, None, 'tea or coffee', 1)
(2219876, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Leaf', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, None, 'tea or coffee', 1)
(2219880, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Pericarp', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, None, 'tea or coffee', 1)
(2219884, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Seed', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, None, 'tea or coffee', 1)
(2219888, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Seed Coat', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, None, 'tea or coffee', 1)
(2219892, 455, 'Compound', 940, '198', 'Tea', 'Camellia sinensis (L.) KUNTZE [Theaceae]', 'Stem', 'THEOBROMINE', 'THEOBROMINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, None, 'tea or coffee', 1)
(2222272, 455, 'Compound', 940, None, None, 'Camellia sinensis', None, 'C00001509', 'Theobromine', None, None, None, None, None, 'KNAPSACK', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 39), datetime.datetime(2020, 3, 12, 20, 55, 39), None, None, None, 'other', 1)
(2222824, 455, 'Compound', 940, 'WI4600', 'Tea', None, None, None, None, None, None, None, None, None, 'DFC CODES', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 40), datetime.datetime(2020, 3, 12, 20, 55, 40), None, None, None, 'tea or coffee', 1)
(2236040, 455, 'Compound', 940, None, None, None, None, None, None, None, None, None, '', None, 'PHYTOHUB', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 56, 4), datetime.datetime(2020, 3, 12, 20, 56, 4), None, None, None, None, 1)
(2212559, 574, 'Compound', 940, '0304', 'Tea, leaves', None, None, '0041', 'Vitamin B6 (as pyridoxinehydrochloride), total', Decimal('0.300000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 20), datetime.datetime(2020, 3, 12, 20, 55, 20), None, None, Decimal('0.300000000'), 'dried or powder', 1)
(2212733, 574, 'Compound', 940, '0305', 'Tea, ready-to-drink', None, None, '0041', 'Vitamin B6 (as pyridoxinehydrochloride), total', Decimal('0E-9'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 21), datetime.datetime(2020, 3, 12, 20, 55, 21), None, None, Decimal('0E-9'), None, 1)
(2212941, 574, 'Compound', 940, '14352', 'Tea, black, brewed, prepared with tap water, decaffeinated', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 21), datetime.datetime(2020, 3, 12, 20, 55, 21), None, None, Decimal('0E-9'), 'cooked', 1)
(2213089, 574, 'Compound', 940, '14353', 'Tea, instant, unsweetened, powder, decaffeinated', None, None, '415', 'Vitamin B-6', Decimal('0.356000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 21), datetime.datetime(2020, 3, 12, 20, 55, 21), None, None, Decimal('0.356000000'), None, 1)
(2213205, 574, 'Compound', 940, '14355', 'Tea, black, brewed, prepared with tap water', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('0E-9'), 'cooked', 1)
(2213351, 574, 'Compound', 940, '14356', 'Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder, decaffeinated', None, None, '415', 'Vitamin B-6', Decimal('0.121000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('0.121000000'), None, 1)
(2213457, 574, 'Compound', 940, '14357', 'Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder,  decaffeinated', None, None, '415', 'Vitamin B-6', Decimal('0.015000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('0.015000000'), None, 1)
(2213563, 574, 'Compound', 940, '14366', 'Tea, instant, unsweetened, powder', None, None, '415', 'Vitamin B-6', Decimal('0.356000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('0.356000000'), None, 1)
(2213675, 574, 'Compound', 940, '14367', 'Tea, instant, unsweetened, powder, prepared', None, None, '415', 'Vitamin B-6', Decimal('0.001000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('0.001000000'), None, 1)
(2213785, 574, 'Compound', 940, '14368', 'Tea, instant, unsweetened, lemon-flavored, powder', None, None, '415', 'Vitamin B-6', Decimal('0.223000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('0.223000000'), None, 1)
(2213899, 574, 'Compound', 940, '14370', 'Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder', None, None, '415', 'Vitamin B-6', Decimal('0.015000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('0.015000000'), None, 1)
(2214007, 574, 'Compound', 940, '14371', 'Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder, prepared', None, None, '415', 'Vitamin B-6', Decimal('0.001000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('0.001000000'), None, 1)
(2214111, 574, 'Compound', 940, '14375', 'Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder', None, None, '415', 'Vitamin B-6', Decimal('0.121000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('0.121000000'), None, 1)
(2214221, 574, 'Compound', 940, '14376', 'Tea, instant, sweetened with sodium saccharin, lemon-flavored, prepared', None, None, '415', 'Vitamin B-6', Decimal('0.001000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0.001000000'), None, 1)
(2214362, 574, 'Compound', 940, '14381', 'Tea, herb, other than chamomile, brewed', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0E-9'), 'tea or coffee', 1)
(2214552, 574, 'Compound', 940, '14544', 'Tea, black, brewed, prepared with distilled water', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 24), datetime.datetime(2020, 3, 12, 20, 55, 24), None, None, Decimal('0E-9'), 'cooked', 1)
(2214708, 574, 'Compound', 940, '14545', 'Tea, herb, chamomile, brewed', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 25), datetime.datetime(2020, 3, 12, 20, 55, 25), None, None, Decimal('0E-9'), 'tea or coffee', 1)
(2214822, 574, 'Compound', 940, '14548', 'Tea, instant, sweetened with sugar, lemon-flavored, with added ascorbic acid, powder', None, None, '415', 'Vitamin B-6', Decimal('0.022000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 25), datetime.datetime(2020, 3, 12, 20, 55, 25), None, None, Decimal('0.022000000'), None, 1)
(2214918, 574, 'Compound', 940, '14601', "Tea, ready-to-drink, unsweetened, WENDY'S, fast food, without ice", None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 25), datetime.datetime(2020, 3, 12, 20, 55, 25), None, None, Decimal('0E-9'), None, 1)
(2218740, 574, 'Compound', 940, '0304', 'Tea, leaves', None, None, None, None, Decimal('0.300000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 32), datetime.datetime(2020, 3, 12, 20, 55, 32), None, None, Decimal('0.300000000'), 'dried or powder', 1)
(2218950, 574, 'Compound', 940, '0305', 'Tea, ready-to-drink', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 32), datetime.datetime(2020, 3, 12, 20, 55, 32), None, None, Decimal('0E-9'), None, 1)
(2219280, 574, 'Compound', 940, '0304', 'Tea, leaves', None, None, '0041', 'Vitamin B6 (as pyridoxinehydrochloride), total', Decimal('0.300000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 33), datetime.datetime(2020, 3, 12, 20, 55, 33), None, None, Decimal('0.300000000'), 'dried or powder', 1)
(2219628, 574, 'Compound', 940, '0305', 'Tea, ready-to-drink', None, None, '0041', 'Vitamin B6 (as pyridoxinehydrochloride), total', Decimal('0E-9'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 34), datetime.datetime(2020, 3, 12, 20, 55, 34), None, None, Decimal('0E-9'), None, 1)
(2235168, 574, 'Compound', 940, '0304', 'Tea, leaves', None, None, None, None, Decimal('0.300000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 56, 2), datetime.datetime(2020, 3, 12, 20, 56, 2), None, None, Decimal('0.300000000'), 'dried or powder', 1)
(2235588, 574, 'Compound', 940, '0305', 'Tea, ready-to-drink', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 56, 3), datetime.datetime(2020, 3, 12, 20, 56, 3), None, None, Decimal('0E-9'), None, 1)
(2212947, 710, 'Compound', 940, '14352', 'Tea, black, brewed, prepared with tap water, decaffeinated', None, None, '421', 'Choline, total', Decimal('0.400000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 21), datetime.datetime(2020, 3, 12, 20, 55, 21), None, None, Decimal('0.400000000'), 'cooked', 1)
(2213095, 710, 'Compound', 940, '14353', 'Tea, instant, unsweetened, powder, decaffeinated', None, None, '421', 'Choline, total', Decimal('118.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 21), datetime.datetime(2020, 3, 12, 20, 55, 21), None, None, Decimal('118.300000000'), None, 1)
(2213211, 710, 'Compound', 940, '14355', 'Tea, black, brewed, prepared with tap water', None, None, '421', 'Choline, total', Decimal('0.400000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('0.400000000'), 'cooked', 1)
(2213357, 710, 'Compound', 940, '14356', 'Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder, decaffeinated', None, None, '421', 'Choline, total', Decimal('40.200000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('40.200000000'), None, 1)
(2213569, 710, 'Compound', 940, '14366', 'Tea, instant, unsweetened, powder', None, None, '421', 'Choline, total', Decimal('118.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 22), datetime.datetime(2020, 3, 12, 20, 55, 22), None, None, Decimal('118.300000000'), None, 1)
(2213681, 710, 'Compound', 940, '14367', 'Tea, instant, unsweetened, powder, prepared', None, None, '421', 'Choline, total', Decimal('0.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2020, 3, 12, 20, 55, 23), datetime.datetime(2020, 3, 12, 20, 55, 23), None, None, Decimal('0.300000000'), None, 1)
