('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(440118, 455, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '263', 'Theobromine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0E-9'), None, 0)
(440031, 574, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '415', 'Vitamin B-6', Decimal('0.328000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.328000000'), 'raw', 0)
(440083, 574, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '415', 'Vitamin B-6', Decimal('0.641000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.641000000'), 'dried or powder', 0)
(440139, 574, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '415', 'Vitamin B-6', Decimal('0.198000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 56), datetime.datetime(2019, 12, 11, 20, 59, 31), None, None, Decimal('0.198000000'), None, 0)
(716414, 710, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Leaf', 'CHOLINE', 'CHOLINE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 18), datetime.datetime(2018, 6, 22, 6, 32, 50), None, None, None, 'raw', 1)
(440029, 1014, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '406', 'Niacin', Decimal('6.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('6.000000000'), 'raw', 0)
(440081, 1014, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '406', 'Niacin', Decimal('11.732000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('11.732000000'), 'dried or powder', 0)
(440137, 1014, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '406', 'Niacin', Decimal('3.623000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 56), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('3.623000000'), None, 0)
(716421, 1014, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Leaf', 'NIACIN', 'NIACIN', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 18), datetime.datetime(2018, 6, 22, 6, 32, 51), None, None, None, 'raw', 1)
(716422, 1014, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Seed', 'NIACIN', 'NIACIN', Decimal('8.100000000'), Decimal('2.800000000'), Decimal('13.400000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 18), datetime.datetime(2018, 6, 22, 6, 32, 52), None, None, Decimal('8.100000000'), 'raw', 1)
(1450821, 1977, 'Compound', 372, None, None, None, None, None, None, None, None, None, None, None, 'MANUAL', 'UNKNOWN', None, None, datetime.datetime(2015, 5, 7, 21, 26, 52), datetime.datetime(2015, 5, 7, 21, 26, 52), None, None, None, None, 1)
(440117, 2100, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0E-9'), None, 0)
(440169, 3011, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '611', '12:0', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 56), datetime.datetime(2019, 12, 11, 20, 59, 31), None, None, Decimal('0E-9'), None, 0)
(716462, 3011, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Pollen Or Spore', 'LAURIC-ACID', 'LAURIC-ACID', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 18), datetime.datetime(2018, 6, 22, 6, 33, 2), None, None, None, 'raw', 1)
(440012, 3514, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '301', 'Calcium, Ca', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('2.000000000'), 'raw', 0)
(440068, 3522, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '306', 'Potassium, K', Decimal('998.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('998.000000000'), 'dried or powder', 0)
(440123, 3522, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '306', 'Potassium, K', Decimal('180.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('180.000000000'), None, 0)
(716475, 3522, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Leaf', 'POTASSIUM', 'POTASSIUM', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 5), None, None, None, 'raw', 1)
(716476, 3522, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Seed', 'POTASSIUM', 'POTASSIUM', Decimal('824.700000000'), Decimal('510.000000000'), Decimal('1139.400000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 6), None, None, Decimal('824.700000000'), 'raw', 1)
(440017, 3524, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '307', 'Sodium, Na', Decimal('7.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('7.000000000'), 'raw', 0)
(440069, 3524, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '307', 'Sodium, Na', Decimal('13.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('13.000000000'), 'dried or powder', 0)
(440124, 3524, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '307', 'Sodium, Na', Decimal('307.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('307.000000000'), None, 0)
(716477, 3524, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Leaf', 'SODIUM', 'SODIUM', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 6), None, None, None, 'raw', 1)
(716478, 3524, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Seed', 'SODIUM', 'SODIUM', Decimal('11.500000000'), Decimal('7.000000000'), Decimal('16.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 6), None, None, Decimal('11.500000000'), 'raw', 1)
(440019, 3583, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '312', 'Copper, Cu', Decimal('0.274000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.274000000'), 'raw', 0)
(440071, 3583, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '312', 'Copper, Cu', Decimal('0.536000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.536000000'), 'dried or powder', 0)
(440126, 3583, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '312', 'Copper, Cu', Decimal('0.166000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.166000000'), None, 0)
(716481, 3583, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Seed', 'COPPER', 'COPPER', Decimal('0.450000000'), Decimal('0.300000000'), Decimal('0.600000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 7), None, None, Decimal('0.450000000'), 'raw', 1)
(440018, 3730, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '309', 'Zinc, Zn', Decimal('0.340000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.340000000'), 'raw', 0)
(440070, 3730, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '309', 'Zinc, Zn', Decimal('0.670000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.670000000'), 'dried or powder', 0)
(440125, 3730, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '309', 'Zinc, Zn', Decimal('0.210000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.210000000'), None, 0)
(716486, 3730, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Leaf', 'ZINC', 'ZINC', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 8), None, None, None, 'raw', 1)
(716487, 3730, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Seed', 'ZINC', 'ZINC', Decimal('0.550000000'), Decimal('0.300000000'), Decimal('0.800000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 9), None, None, Decimal('0.550000000'), 'raw', 1)
(440027, 8425, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '404', 'Thiamin', Decimal('0.220000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.220000000'), 'raw', 0)
(440079, 8425, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '404', 'Thiamin', Decimal('0.430000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.430000000'), 'dried or powder', 0)
(440135, 8425, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '404', 'Thiamin', Decimal('0.133000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 56), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.133000000'), None, 0)
(1615320, 9021, 'Compound', 372, None, None, None, None, None, None, None, None, None, None, None, 'MANUAL', 'UNKNOWN', None, None, datetime.datetime(2015, 5, 14, 6, 52, 47), datetime.datetime(2015, 5, 14, 6, 52, 47), None, None, None, None, 1)
(440028, 12163, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '405', 'Riboflavin', Decimal('0.090000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.090000000'), 'raw', 0)
(440080, 12163, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '405', 'Riboflavin', Decimal('0.176000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.176000000'), 'dried or powder', 0)
(440136, 12163, 'Compound', 372, '12129', 'Nuts, ginkgo nuts, canned', None, None, '405', 'Riboflavin', Decimal('0.054000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 56), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('0.054000000'), None, 0)
(716546, 12163, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Leaf', 'RIBOFLAVIN', 'RIBOFLAVIN', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 24), None, None, None, 'raw', 1)
(716547, 12163, 'Compound', 372, '442', 'Ginkgo', 'Ginkgo biloba L. [Ginkgoaceae]', 'Seed', 'RIBOFLAVIN', 'RIBOFLAVIN', Decimal('0.200000000'), Decimal('0.100000000'), Decimal('0.300000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 19), datetime.datetime(2018, 6, 22, 6, 33, 24), None, None, Decimal('0.200000000'), 'raw', 1)
(1109429, 12295, 'Compound', 372, None, None, None, None, None, None, None, None, None, None, None, 'MANUAL', 'UNKNOWN', None, None, datetime.datetime(2015, 5, 7, 20, 0, 23), datetime.datetime(2015, 5, 7, 20, 0, 23), None, None, None, None, 1)
(440011, 13393, 'Compound', 372, '12127', 'Nuts, ginkgo nuts, raw', None, None, '255', 'Water', Decimal('55200.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 54), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('55200.000000000'), 'raw', 0)
(440063, 13393, 'Compound', 372, '12128', 'Nuts, ginkgo nuts, dried', None, None, '255', 'Water', Decimal('12400.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 5, 55), datetime.datetime(2019, 12, 11, 20, 59, 30), None, None, Decimal('12400.000000000'), 'dried or powder', 0)
