Protein;0.04946129032258064
Calcium, Ca;0.0007023999999999999
Iron, Fe;1.5472e-05
Phosphorus, P;0.0013910526315789474
Potassium, K;0.0136932
Sodium, Na;0.0009208
Zinc, Zn;2.0848e-06
Copper, Cu;1.8060000000000002e-06
Thiamin;1.2894736842105265e-07
Riboflavin;2.1712e-06
Niacin;8.578891891891892e-05
Vitamin B6;8.72e-08
Folic acid;2.2734375e-08
