Protein;0.1188425
Calcium, Ca;0.0022490625
Iron, Fe;4.477777777777778e-05
Phosphorus, P;0.0010071874999999998
Potassium, K;0.006927187500000001
Sodium, Na;0.001064375
Zinc, Zn;4.783333333333333e-06
Copper, Cu;1.095714285714286e-06
Thiamin;1.41e-06
Riboflavin;5.0475e-06
Niacin;2.1575000000000003e-05
Vitamin B6;9.19e-06
Folic acid;2.3749999999999998e-07
