source_id;orig_source_name;food_id;orig_food_common_name;orig_content;orig_min;orig_max;orig_unit;standard_content
2;Protein;165;Spices, sage, ground;10630.0;None;None;mg/100g;10630.0
3;Carbohydrate, by difference;165;Spices, sage, ground;60730.0;None;None;mg/100g;60730.0
