('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(188678, 574, 'Compound', 40, '0677', 'Pepper, hot chili, canned', None, None, '0041', 'Vitamin B6 (as pyridoxinehydrochloride), total', Decimal('0.153000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 10, 31), datetime.datetime(2019, 12, 11, 20, 32, 16), None, None, Decimal('0.153000000'), None, 0)
(402899, 574, 'Compound', 40, '11334', 'Peppers, sweet, green, cooked, boiled, drained, without salt', None, None, '415', 'Vitamin B-6', Decimal('0.233000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 42), datetime.datetime(2019, 12, 11, 20, 51, 46), None, None, Decimal('0.233000000'), 'cooked', 0)
(402964, 574, 'Compound', 40, '11335', 'Peppers, sweet, green, canned, solids and liquids', None, None, '415', 'Vitamin B-6', Decimal('0.178000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 43), datetime.datetime(2019, 12, 11, 20, 51, 47), None, None, Decimal('0.178000000'), None, 0)
(403018, 574, 'Compound', 40, '11337', 'Peppers, sweet, green, frozen, chopped, unprepared', None, None, '415', 'Vitamin B-6', Decimal('0.137000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 43), datetime.datetime(2019, 12, 11, 20, 51, 47), None, None, Decimal('0.137000000'), 'raw, frozen', 0)
(403072, 574, 'Compound', 40, '11338', 'Peppers, sweet, green, frozen, chopped, boiled, drained, without salt', None, None, '415', 'Vitamin B-6', Decimal('0.108000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 44), datetime.datetime(2019, 12, 11, 20, 51, 47), None, None, Decimal('0.108000000'), 'cooked', 0)
(403142, 574, 'Compound', 40, '11339', 'Peppers, sweet, green, sauteed', None, None, '415', 'Vitamin B-6', Decimal('0.196000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 44), datetime.datetime(2019, 12, 11, 20, 51, 47), None, None, Decimal('0.196000000'), 'cooked', 0)
(416334, 574, 'Compound', 40, '11632', 'Peppers, jalapeno, canned, solids and liquids', None, None, '415', 'Vitamin B-6', Decimal('0.190000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 1, 18), datetime.datetime(2019, 12, 11, 20, 54, 53), None, None, Decimal('0.190000000'), None, 0)
(416404, 574, 'Compound', 40, '11634', 'Peppers, sweet, green, freeze-dried', None, None, '415', 'Vitamin B-6', Decimal('2.223000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 1, 19), datetime.datetime(2019, 12, 11, 20, 54, 53), None, None, Decimal('2.223000000'), 'raw, frozen', 0)
(417889, 574, 'Compound', 40, '11670', 'Peppers, hot chili, green, raw', None, None, '415', 'Vitamin B-6', Decimal('0.278000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 1, 39), datetime.datetime(2019, 12, 11, 20, 56, 1), None, None, Decimal('0.278000000'), 'raw', 0)
(425660, 574, 'Compound', 40, '11819', 'Peppers, hot chili, red, raw', None, None, '415', 'Vitamin B-6', Decimal('0.506000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 7), datetime.datetime(2019, 12, 11, 20, 56, 29), None, None, Decimal('0.506000000'), 'raw', 0)
(425733, 574, 'Compound', 40, '11820', 'Peppers, hot chili, red, canned, excluding seeds, solids and liquids', None, None, '415', 'Vitamin B-6', Decimal('0.153000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 8), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('0.153000000'), None, 0)
(425816, 574, 'Compound', 40, '11821', 'Peppers, sweet, red, raw', None, None, '415', 'Vitamin B-6', Decimal('0.291000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 9), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('0.291000000'), 'raw', 0)
(425901, 574, 'Compound', 40, '11822', 'Peppers, sweet, green, cooked, boiled, drained, with salt', None, None, '415', 'Vitamin B-6', Decimal('0.233000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 10), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('0.233000000'), None, 0)
(425973, 574, 'Compound', 40, '11823', 'Peppers, sweet, red, cooked, boiled, drained, without salt', None, None, '415', 'Vitamin B-6', Decimal('0.233000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 11), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('0.233000000'), 'cooked', 0)
(426044, 574, 'Compound', 40, '11824', 'Peppers, sweet, red, cooked, boiled, drained, with salt', None, None, '415', 'Vitamin B-6', Decimal('0.233000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 12), datetime.datetime(2019, 12, 11, 20, 56, 31), None, None, Decimal('0.233000000'), None, 0)
(426109, 574, 'Compound', 40, '11825', 'Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt', None, None, '415', 'Vitamin B-6', Decimal('0.108000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 12), datetime.datetime(2019, 12, 11, 20, 56, 31), None, None, Decimal('0.108000000'), None, 0)
(431458, 574, 'Compound', 40, '11916', 'Peppers, sweet, red, canned, solids and liquids', None, None, '415', 'Vitamin B-6', Decimal('0.178000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 17), datetime.datetime(2019, 12, 11, 20, 56, 49), None, None, Decimal('0.178000000'), None, 0)
(431521, 574, 'Compound', 40, '11917', 'Peppers, sweet, red, frozen, chopped, unprepared', None, None, '415', 'Vitamin B-6', Decimal('0.137000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 18), datetime.datetime(2019, 12, 11, 20, 56, 49), None, None, Decimal('0.137000000'), 'raw, frozen', 0)
(431594, 574, 'Compound', 40, '11918', 'Peppers, sweet, red, frozen, chopped, boiled, drained, without salt', None, None, '415', 'Vitamin B-6', Decimal('0.108000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 18), datetime.datetime(2019, 12, 11, 20, 56, 49), None, None, Decimal('0.108000000'), 'cooked', 0)
(431665, 574, 'Compound', 40, '11919', 'Peppers, sweet, red, frozen, chopped, boiled, drained, with salt', None, None, '415', 'Vitamin B-6', Decimal('0.108000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 19), datetime.datetime(2019, 12, 11, 20, 56, 50), None, None, Decimal('0.108000000'), None, 0)
(431745, 574, 'Compound', 40, '11921', 'Peppers, sweet, red, sauteed', None, None, '415', 'Vitamin B-6', Decimal('0.364000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 19), datetime.datetime(2019, 12, 11, 20, 56, 50), None, None, Decimal('0.364000000'), 'cooked', 0)
(432269, 574, 'Compound', 40, '11931', 'Peppers, sweet, red, freeze-dried', None, None, '415', 'Vitamin B-6', Decimal('2.223000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 26), datetime.datetime(2019, 12, 11, 20, 56, 52), None, None, Decimal('2.223000000'), 'raw, frozen', 0)
(432979, 574, 'Compound', 40, '11943', 'Pimento, canned', None, None, '415', 'Vitamin B-6', Decimal('0.215000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 34), datetime.datetime(2019, 12, 11, 20, 56, 53), None, None, Decimal('0.215000000'), None, 0)
(433566, 574, 'Compound', 40, '11951', 'Peppers, sweet, yellow, raw', None, None, '415', 'Vitamin B-6', Decimal('0.168000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 41), datetime.datetime(2019, 12, 11, 20, 56, 54), None, None, Decimal('0.168000000'), 'raw', 0)
(434184, 574, 'Compound', 40, '11962', 'Peppers, hot chile, sun-dried', None, None, '415', 'Vitamin B-6', Decimal('0.810000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 47), datetime.datetime(2019, 12, 11, 20, 56, 56), None, None, Decimal('0.810000000'), 'dried or powder', 0)
(434872, 574, 'Compound', 40, '11976', 'Pepper, banana, raw', None, None, '415', 'Vitamin B-6', Decimal('0.357000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 55), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('0.357000000'), 'raw', 0)
(434931, 574, 'Compound', 40, '11977', 'Peppers, serrano, raw', None, None, '415', 'Vitamin B-6', Decimal('0.505000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 56), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('0.505000000'), 'raw', 0)
(434982, 574, 'Compound', 40, '11978', 'Peppers, ancho, dried', None, None, '415', 'Vitamin B-6', Decimal('3.535000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 56), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('3.535000000'), 'dried or powder', 0)
(435060, 574, 'Compound', 40, '11979', 'Peppers, jalapeno, raw', None, None, '415', 'Vitamin B-6', Decimal('0.419000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 57), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('0.419000000'), 'raw', 0)
(435112, 574, 'Compound', 40, '11980', 'Peppers, chili, green, canned', None, None, '415', 'Vitamin B-6', Decimal('0.120000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 57), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('0.120000000'), None, 0)
(435181, 574, 'Compound', 40, '11981', 'Peppers, hungarian, raw', None, None, '415', 'Vitamin B-6', Decimal('0.517000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 58), datetime.datetime(2019, 12, 11, 20, 56, 59), None, None, Decimal('0.517000000'), 'raw', 0)
(435244, 574, 'Compound', 40, '11982', 'Peppers, pasilla, dried', None, None, '415', 'Vitamin B-6', Decimal('4.228000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 59), datetime.datetime(2019, 12, 11, 20, 56, 59), None, None, Decimal('4.228000000'), 'dried or powder', 0)
(692229, 574, 'Compound', 40, '207', 'Bell Pepper', 'Capsicum annuum L. [Solanaceae]', 'Fruit', 'VIT-B-6', 'VIT-B-6', Decimal('1.200000000'), Decimal('0.200000000'), Decimal('2.200000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 56, 25), datetime.datetime(2018, 6, 22, 3, 6, 25), None, None, Decimal('1.200000000'), 'raw', 1)
(1687831, 574, 'Compound', 40, '11976', 'Banana, raw', None, None, None, None, Decimal('0.299000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 13, 49), datetime.datetime(2019, 8, 3, 15, 13, 49), None, None, Decimal('0.299000000'), 'raw', 1)
(1753765, 574, 'Compound', 40, '0677', 'Pepper, hot chili, canned', None, None, None, None, Decimal('0.153000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 36, 28), datetime.datetime(2019, 8, 3, 15, 36, 28), None, None, Decimal('0.153000000'), None, 1)
(1753871, 574, 'Compound', 40, '0676', 'Pepper, hot chili, raw', None, None, None, None, Decimal('0.278000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 36, 30), datetime.datetime(2019, 8, 3, 15, 36, 30), None, None, Decimal('0.278000000'), 'raw', 1)
(1753977, 574, 'Compound', 40, '1054', 'Pepper, white', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 36, 32), datetime.datetime(2019, 8, 3, 15, 36, 32), None, None, Decimal('0E-9'), 'raw', 1)
(1754189, 574, 'Compound', 40, '0206', 'Pepper, sweet, green, raw', None, None, None, None, Decimal('0.190000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 36, 37), datetime.datetime(2019, 8, 3, 15, 36, 37), None, None, Decimal('0.190000000'), 'raw', 1)
(1754295, 574, 'Compound', 40, '0524', 'Pepper, sweet, canned', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 36, 39), datetime.datetime(2019, 8, 3, 15, 36, 39), None, None, Decimal('0E-9'), None, 1)
(1754401, 574, 'Compound', 40, '0207', 'Pepper, sweet, red, raw', None, None, None, None, Decimal('0.305000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 36, 41), datetime.datetime(2019, 8, 3, 15, 36, 41), None, None, Decimal('0.305000000'), 'raw', 1)
(238807, 710, 'Compound', 40, '02009', 'Spices, chili powder', None, None, '421', 'Choline, total', Decimal('66.500000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 43), datetime.datetime(2019, 12, 11, 20, 37, 10), None, None, Decimal('66.500000000'), 'dried or powder', 0)
(240079, 710, 'Compound', 40, '02028', 'Spices, paprika', None, None, '421', 'Choline, total', Decimal('51.500000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24), datetime.datetime(2019, 12, 11, 20, 37, 14), None, None, Decimal('51.500000000'), 'dried or powder', 0)
(240346, 710, 'Compound', 40, '02031', 'Spices, pepper, red or cayenne', None, None, '421', 'Choline, total', Decimal('51.500000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 3), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('51.500000000'), 'dried or powder', 0)
(402729, 710, 'Compound', 40, '11329', 'Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids', None, None, '421', 'Choline, total', Decimal('6.800000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 40), datetime.datetime(2019, 12, 11, 20, 51, 46), None, None, Decimal('6.800000000'), None, 0)
(402813, 710, 'Compound', 40, '11333', 'Peppers, sweet, green, raw', None, None, '421', 'Choline, total', Decimal('5.500000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 40), datetime.datetime(2019, 12, 11, 20, 51, 46), None, None, Decimal('5.500000000'), 'raw', 0)
(402902, 710, 'Compound', 40, '11334', 'Peppers, sweet, green, cooked, boiled, drained, without salt', None, None, '421', 'Choline, total', Decimal('7.400000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 42), datetime.datetime(2019, 12, 11, 20, 51, 46), None, None, Decimal('7.400000000'), 'cooked', 0)
(403145, 710, 'Compound', 40, '11339', 'Peppers, sweet, green, sauteed', None, None, '421', 'Choline, total', Decimal('4.800000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 58, 44), datetime.datetime(2019, 12, 11, 20, 51, 47), None, None, Decimal('4.800000000'), 'cooked', 0)
(416407, 710, 'Compound', 40, '11634', 'Peppers, sweet, green, freeze-dried', None, None, '421', 'Choline, total', Decimal('89.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 1, 20), datetime.datetime(2019, 12, 11, 20, 54, 53), None, None, Decimal('89.000000000'), 'raw, frozen', 0)
(417892, 710, 'Compound', 40, '11670', 'Peppers, hot chili, green, raw', None, None, '421', 'Choline, total', Decimal('11.100000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 1, 39), datetime.datetime(2019, 12, 11, 20, 56, 1), None, None, Decimal('11.100000000'), 'raw', 0)
(425663, 710, 'Compound', 40, '11819', 'Peppers, hot chili, red, raw', None, None, '421', 'Choline, total', Decimal('10.900000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 7), datetime.datetime(2019, 12, 11, 20, 56, 29), None, None, Decimal('10.900000000'), 'raw', 0)
(425736, 710, 'Compound', 40, '11820', 'Peppers, hot chili, red, canned, excluding seeds, solids and liquids', None, None, '421', 'Choline, total', Decimal('6.800000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 8), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('6.800000000'), None, 0)
(425819, 710, 'Compound', 40, '11821', 'Peppers, sweet, red, raw', None, None, '421', 'Choline, total', Decimal('5.600000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 9), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('5.600000000'), 'raw', 0)
(425904, 710, 'Compound', 40, '11822', 'Peppers, sweet, green, cooked, boiled, drained, with salt', None, None, '421', 'Choline, total', Decimal('7.400000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 10), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('7.400000000'), None, 0)
(425976, 710, 'Compound', 40, '11823', 'Peppers, sweet, red, cooked, boiled, drained, without salt', None, None, '421', 'Choline, total', Decimal('5.800000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 11), datetime.datetime(2019, 12, 11, 20, 56, 30), None, None, Decimal('5.800000000'), 'cooked', 0)
(426047, 710, 'Compound', 40, '11824', 'Peppers, sweet, red, cooked, boiled, drained, with salt', None, None, '421', 'Choline, total', Decimal('5.800000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 3, 12), datetime.datetime(2019, 12, 11, 20, 56, 31), None, None, Decimal('5.800000000'), None, 0)
(431524, 710, 'Compound', 40, '11917', 'Peppers, sweet, red, frozen, chopped, unprepared', None, None, '421', 'Choline, total', Decimal('4.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 18), datetime.datetime(2019, 12, 11, 20, 56, 49), None, None, Decimal('4.300000000'), 'raw, frozen', 0)
(431597, 710, 'Compound', 40, '11918', 'Peppers, sweet, red, frozen, chopped, boiled, drained, without salt', None, None, '421', 'Choline, total', Decimal('3.800000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 18), datetime.datetime(2019, 12, 11, 20, 56, 49), None, None, Decimal('3.800000000'), 'cooked', 0)
(431668, 710, 'Compound', 40, '11919', 'Peppers, sweet, red, frozen, chopped, boiled, drained, with salt', None, None, '421', 'Choline, total', Decimal('3.800000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 19), datetime.datetime(2019, 12, 11, 20, 56, 50), None, None, Decimal('3.800000000'), None, 0)
(431748, 710, 'Compound', 40, '11921', 'Peppers, sweet, red, sauteed', None, None, '421', 'Choline, total', Decimal('6.100000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 19), datetime.datetime(2019, 12, 11, 20, 56, 50), None, None, Decimal('6.100000000'), 'cooked', 0)
(432982, 710, 'Compound', 40, '11943', 'Pimento, canned', None, None, '421', 'Choline, total', Decimal('6.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 34), datetime.datetime(2019, 12, 11, 20, 56, 53), None, None, Decimal('6.300000000'), None, 0)
(434187, 710, 'Compound', 40, '11962', 'Peppers, hot chile, sun-dried', None, None, '421', 'Choline, total', Decimal('84.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 47), datetime.datetime(2019, 12, 11, 20, 56, 56), None, None, Decimal('84.300000000'), 'dried or powder', 0)
(434875, 710, 'Compound', 40, '11976', 'Pepper, banana, raw', None, None, '421', 'Choline, total', Decimal('7.400000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 55), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('7.400000000'), 'raw', 0)
(434934, 710, 'Compound', 40, '11977', 'Peppers, serrano, raw', None, None, '421', 'Choline, total', Decimal('8.900000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 56), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('8.900000000'), 'raw', 0)
(435063, 710, 'Compound', 40, '11979', 'Peppers, jalapeno, raw', None, None, '421', 'Choline, total', Decimal('7.500000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 57), datetime.datetime(2019, 12, 11, 20, 56, 58), None, None, Decimal('7.500000000'), 'raw', 0)
(435184, 710, 'Compound', 40, '11981', 'Peppers, hungarian, raw', None, None, '421', 'Choline, total', Decimal('7.700000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 4, 58), datetime.datetime(2019, 12, 11, 20, 56, 59), None, None, Decimal('7.700000000'), 'raw', 0)
