('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(165823, 574, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0041', 'Vitamin B6 (as pyridoxinehydrochloride), total', Decimal('0.160000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 30), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('0.160000000'), 'raw', 0)
(239552, 574, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '415', 'Vitamin B-6', Decimal('0.626000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('0.626000000'), 'dried or powder', 0)
(396303, 574, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '415', 'Vitamin B-6', Decimal('0.160000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 23), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('0.160000000'), 'raw', 0)
(1720762, 1014, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('0.950000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('0.950000000'), 'raw', 1)
(1720763, 1014, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('0.750000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('0.750000000'), 'raw', 1)
(239520, 2100, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 52), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('0E-9'), 'dried or powder', 0)
(396275, 2100, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('0E-9'), 'raw', 0)
(165833, 3514, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0058', 'Calcium (Ca)', Decimal('16.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 30), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('16.000000000'), 'raw', 0)
(239524, 3514, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '301', 'Calcium, Ca', Decimal('114.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 52), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('114.000000000'), 'dried or powder', 0)
(396278, 3514, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '301', 'Calcium, Ca', Decimal('16.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('16.000000000'), 'raw', 0)
(714803, 3514, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'CALCIUM', 'CALCIUM', Decimal('180.400000000'), Decimal('15.000000000'), Decimal('345.800000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 57), datetime.datetime(2018, 6, 22, 6, 29, 50), None, None, Decimal('180.400000000'), 'raw', 1)
(1720775, 3514, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('16.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('16.000000000'), 'raw', 1)
(165834, 3519, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0059', 'Magnesium (Mg)', Decimal('43.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 31), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('43.000000000'), 'raw', 0)
(239526, 3519, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '304', 'Magnesium, Mg', Decimal('214.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 52), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('214.000000000'), 'dried or powder', 0)
(396280, 3519, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '304', 'Magnesium, Mg', Decimal('43.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('43.000000000'), 'raw', 0)
(714805, 3519, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'MAGNESIUM', 'MAGNESIUM', Decimal('156.000000000'), Decimal('43.000000000'), Decimal('269.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 57), datetime.datetime(2018, 6, 22, 6, 29, 51), None, None, Decimal('156.000000000'), 'raw', 1)
(1720776, 3519, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('43.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('43.000000000'), 'raw', 1)
(165835, 3521, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0060', 'Phosphorus (P)', Decimal('34.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 31), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('34.000000000'), 'raw', 0)
(239527, 3521, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '305', 'Phosphorus, P', Decimal('168.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('168.000000000'), 'dried or powder', 0)
(396281, 3521, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '305', 'Phosphorus, P', Decimal('34.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('34.000000000'), 'raw', 0)
(714806, 3521, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'PHOSPHORUS', 'PHOSPHORUS', Decimal('282.150000000'), Decimal('32.000000000'), Decimal('532.300000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 57), datetime.datetime(2018, 6, 22, 6, 29, 51), None, None, Decimal('282.150000000'), 'raw', 1)
(165832, 3522, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0057', 'Potassium (K)', Decimal('415.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 30), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('415.000000000'), 'raw', 0)
(239528, 3522, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '306', 'Potassium, K', Decimal('1320.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('1320.000000000'), 'dried or powder', 0)
(396282, 3522, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '306', 'Potassium, K', Decimal('415.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('415.000000000'), 'raw', 0)
(714807, 3522, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'POTASSIUM', 'POTASSIUM', Decimal('1385.950000000'), Decimal('264.000000000'), Decimal('2507.900000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 57), datetime.datetime(2018, 6, 22, 6, 29, 51), None, None, Decimal('1385.950000000'), 'raw', 1)
(1720774, 3522, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('415.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('415.000000000'), 'raw', 1)
(165831, 3524, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0056', 'Sodium (Na)', Decimal('13.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 30), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('13.000000000'), 'raw', 0)
(239529, 3524, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '307', 'Sodium, Na', Decimal('27.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('27.000000000'), 'dried or powder', 0)
(396283, 3524, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '307', 'Sodium, Na', Decimal('13.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('13.000000000'), 'raw', 0)
(714808, 3524, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'SODIUM', 'SODIUM', Decimal('38.450000000'), Decimal('6.000000000'), Decimal('70.900000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 57), datetime.datetime(2018, 6, 22, 6, 29, 51), None, None, Decimal('38.450000000'), 'raw', 1)
(1720773, 3524, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('13.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('13.000000000'), 'raw', 1)
(165837, 3583, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0064', 'Copper (Cu)', Decimal('0.226000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 31), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('0.226000000'), 'raw', 0)
(239531, 3583, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '312', 'Copper, Cu', Decimal('0.480000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('0.480000000'), 'dried or powder', 0)
(396285, 3583, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '312', 'Copper, Cu', Decimal('0.226000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('0.226000000'), 'raw', 0)
(714812, 3583, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'COPPER', 'COPPER', Decimal('0.950000000'), Decimal('0.300000000'), Decimal('1.600000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 57), datetime.datetime(2018, 6, 22, 6, 29, 52), None, None, Decimal('0.950000000'), 'raw', 1)
(1720779, 3583, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('0.226000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('0.226000000'), 'raw', 1)
(165849, 3716, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0138', 'Sugars, total', Decimal('0E-9'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 31), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('0E-9'), 'raw', 0)
(239522, 3716, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '269', 'Sugars, total', Decimal('3390.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 52), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('3390.000000000'), 'dried or powder', 0)
(396277, 3716, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '269', 'Sugars, total', Decimal('1700.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('1700.000000000'), 'raw', 0)
(714820, 3716, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'SUGARS', 'SUGARS', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 57), datetime.datetime(2018, 6, 22, 6, 29, 54), None, None, None, 'raw', 1)
(165838, 3730, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0065', 'Zinc (Zn)', Decimal('0.340000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 31), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('0.340000000'), 'raw', 0)
(239530, 3730, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '309', 'Zinc, Zn', Decimal('3.640000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('3.640000000'), 'dried or powder', 0)
(396284, 3730, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '309', 'Zinc, Zn', Decimal('0.340000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('0.340000000'), 'raw', 0)
(714822, 3730, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'ZINC', 'ZINC', Decimal('5.700000000'), Decimal('5.700000000'), Decimal('5.700000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 58), datetime.datetime(2018, 6, 22, 6, 29, 55), None, None, Decimal('5.700000000'), 'raw', 1)
(1720780, 3730, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('0.340000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('0.340000000'), 'raw', 1)
(239548, 8425, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '404', 'Thiamin', Decimal('0.046000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('0.046000000'), 'dried or powder', 0)
(396299, 8425, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '404', 'Thiamin', Decimal('0.025000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('0.025000000'), 'raw', 0)
(1720760, 8425, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('0.025000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('0.025000000'), 'raw', 1)
(165819, 12163, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0037', 'Vitamin B2 (riboflavin)', Decimal('0.034000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 30), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('0.034000000'), 'raw', 0)
(239549, 12163, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '405', 'Riboflavin', Decimal('0.170000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('0.170000000'), 'dried or powder', 0)
(396300, 12163, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '405', 'Riboflavin', Decimal('0.034000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('0.034000000'), 'raw', 0)
(715043, 12163, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'RIBOFLAVIN', 'RIBOFLAVIN', Decimal('0.250000000'), Decimal('0E-9'), Decimal('0.500000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 1), datetime.datetime(2018, 6, 22, 6, 30, 52), None, None, Decimal('0.250000000'), 'raw', 1)
(1720761, 12163, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('0.034000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('0.034000000'), 'raw', 1)
(165808, 13393, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0013', 'Moisture', Decimal('78900.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 30), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('78900.000000000'), 'raw', 0)
(239519, 13393, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '255', 'Water', Decimal('9940.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 52), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('9940.000000000'), 'dried or powder', 0)
(396274, 13393, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '255', 'Water', Decimal('78890.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('78890.000000000'), 'raw', 0)
(715081, 13393, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'WATER', 'WATER', Decimal('51154.500000000'), Decimal('9309.000000000'), Decimal('93000.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 1), datetime.datetime(2018, 6, 22, 6, 31, 2), None, None, Decimal('51154.500000000'), 'raw', 1)
(1720750, 13393, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('78900.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('78900.000000000'), 'raw', 1)
(165842, 13403, 'Compound', 206, '0667', 'Ginger root, raw', None, None, '0069', 'Selenium (Se)', Decimal('0E-9'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 4, 31), datetime.datetime(2019, 12, 11, 20, 30, 43), None, None, Decimal('0E-9'), 'raw', 0)
(239533, 13403, 'Compound', 206, '02021', 'Spices, ginger, ground', None, None, '317', 'Selenium, Se', Decimal('0.055800000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 23, 53), datetime.datetime(2019, 12, 11, 20, 37, 13), None, None, Decimal('0.055800000'), 'dried or powder', 0)
(396287, 13403, 'Compound', 206, '11216', 'Ginger root, raw', None, None, '317', 'Selenium, Se', Decimal('0.000700000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 22), datetime.datetime(2019, 12, 11, 20, 51, 6), None, None, Decimal('0.000700000'), 'raw', 0)
(715083, 13403, 'Compound', 206, '1078', 'Ginger', 'Zingiber officinale ROSCOE [Zingiberaceae]', 'Root', 'SELENIUM', 'SELENIUM', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 1, 1), datetime.datetime(2018, 6, 22, 6, 31, 3), None, None, None, 'raw', 1)
(1720784, 13403, 'Compound', 206, '0667', 'Ginger root, raw', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 25, 49), datetime.datetime(2019, 8, 3, 15, 25, 49), None, None, Decimal('0E-9'), 'raw', 1)
