('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(590523, 574, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '415', 'Vitamin B-6', Decimal('0.336000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 26), None, None, Decimal('0.336000000'), 'other', 1)
(590596, 574, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '415', 'Vitamin B-6', Decimal('0.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 52), None, None, Decimal('0.300000000'), 'other', 1)
(590662, 574, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '415', 'Vitamin B-6', Decimal('0.272000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 16), None, None, Decimal('0.272000000'), 'other', 1)
(590724, 574, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '415', 'Vitamin B-6', Decimal('0.368000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 24, 25), None, None, Decimal('0.368000000'), 'other', 1)
(590777, 574, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '415', 'Vitamin B-6', Decimal('0.378000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 43), None, None, Decimal('0.378000000'), 'other', 1)
(712433, 574, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'PYRIDOXINE', 'PYRIDOXINE', Decimal('0.780000000'), Decimal('0.260000000'), Decimal('1.300000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19), None, None, Decimal('0.780000000'), 'other', 1)
(590526, 710, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '421', 'Choline, total', Decimal('31.200000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 27), None, None, Decimal('31.200000000'), 'other', 1)
(712445, 1014, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'NIACIN', 'NIACIN', Decimal('6.600000000'), Decimal('1.500000000'), Decimal('11.700000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19, 3), None, None, Decimal('6.600000000'), 'other', 1)
(590495, 2100, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 19), None, None, Decimal('0E-9'), 'other', 1)
(590568, 2100, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 45), None, None, Decimal('0E-9'), 'other', 1)
(590697, 2100, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 18), None, None, Decimal('0E-9'), 'other', 1)
(590750, 2100, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 32), None, None, Decimal('0E-9'), 'other', 1)
(590498, 3514, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '301', 'Calcium, Ca', Decimal('25.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 19), None, None, Decimal('25.000000000'), 'other', 1)
(590571, 3514, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '301', 'Calcium, Ca', Decimal('29.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 46), None, None, Decimal('29.000000000'), 'other', 1)
(590642, 3514, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '301', 'Calcium, Ca', Decimal('27.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 10), None, None, Decimal('27.000000000'), 'other', 1)
(590700, 3514, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '301', 'Calcium, Ca', Decimal('32.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 19), None, None, Decimal('32.000000000'), 'other', 1)
(590753, 3514, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '301', 'Calcium, Ca', Decimal('34.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 33), None, None, Decimal('34.000000000'), 'other', 1)
(712483, 3514, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Plant', 'CALCIUM', 'CALCIUM', Decimal('565.000000000'), Decimal('90.000000000'), Decimal('1040.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19, 13), None, None, Decimal('565.000000000'), 'other', 1)
(712484, 3514, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'CALCIUM', 'CALCIUM', Decimal('210.000000000'), Decimal('10.000000000'), Decimal('410.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19, 13), None, None, Decimal('210.000000000'), 'other', 1)
(590500, 3519, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '304', 'Magnesium, Mg', Decimal('124.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 20), None, None, Decimal('124.000000000'), 'other', 1)
(590573, 3519, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '304', 'Magnesium, Mg', Decimal('126.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 46), None, None, Decimal('126.000000000'), 'other', 1)
(590644, 3519, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '304', 'Magnesium, Mg', Decimal('126.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 11), None, None, Decimal('126.000000000'), 'other', 1)
(590702, 3519, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '304', 'Magnesium, Mg', Decimal('93.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 20), None, None, Decimal('93.000000000'), 'other', 1)
(590755, 3519, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '304', 'Magnesium, Mg', Decimal('90.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 33), None, None, Decimal('90.000000000'), 'other', 1)
(712485, 3519, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Plant', 'MAGNESIUM', 'MAGNESIUM', Decimal('365.000000000'), Decimal('30.000000000'), Decimal('700.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19, 13), None, None, Decimal('365.000000000'), 'other', 1)
(712486, 3519, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'MAGNESIUM', 'MAGNESIUM', Decimal('201.500000000'), Decimal('53.000000000'), Decimal('350.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19, 13), None, None, Decimal('201.500000000'), 'other', 1)
(590501, 3521, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '305', 'Phosphorus, P', Decimal('332.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 20), None, None, Decimal('332.000000000'), 'other', 1)
(590574, 3521, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '305', 'Phosphorus, P', Decimal('288.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 47), None, None, Decimal('288.000000000'), 'other', 1)
(590645, 3521, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '305', 'Phosphorus, P', Decimal('493.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 11), None, None, Decimal('493.000000000'), 'other', 1)
(590703, 3521, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '305', 'Phosphorus, P', Decimal('355.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 20), None, None, Decimal('355.000000000'), 'other', 1)
(590756, 3521, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '305', 'Phosphorus, P', Decimal('402.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 34), None, None, Decimal('402.000000000'), 'other', 1)
(712487, 3521, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Plant', 'PHOSPHORUS', 'PHOSPHORUS', Decimal('380.000000000'), Decimal('40.000000000'), Decimal('720.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19, 14), None, None, Decimal('380.000000000'), 'other', 1)
(712488, 3521, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'PHOSPHORUS', 'PHOSPHORUS', Decimal('380.000000000'), Decimal('80.000000000'), Decimal('680.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 27), datetime.datetime(2018, 6, 25, 0, 19, 14), None, None, Decimal('380.000000000'), 'other', 1)
(590502, 3522, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '306', 'Potassium, K', Decimal('340.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 21), None, None, Decimal('340.000000000'), 'other', 1)
(590575, 3522, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '306', 'Potassium, K', Decimal('363.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 47), None, None, Decimal('363.000000000'), 'other', 1)
(590646, 3522, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '306', 'Potassium, K', Decimal('397.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 11), None, None, Decimal('397.000000000'), 'other', 1)
(590704, 3522, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '306', 'Potassium, K', Decimal('432.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 20), None, None, Decimal('432.000000000'), 'other', 1)
(590757, 3522, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '306', 'Potassium, K', Decimal('435.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 34), None, None, Decimal('435.000000000'), 'other', 1)
(712489, 3522, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Plant', 'POTASSIUM', 'POTASSIUM', Decimal('2235.000000000'), Decimal('120.000000000'), Decimal('4350.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 28), datetime.datetime(2018, 6, 25, 0, 19, 14), None, None, Decimal('2235.000000000'), 'other', 1)
(712490, 3522, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'POTASSIUM', 'POTASSIUM', Decimal('442.000000000'), Decimal('94.000000000'), Decimal('790.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 28), datetime.datetime(2018, 6, 25, 0, 19, 14), None, None, Decimal('442.000000000'), 'other', 1)
(590503, 3524, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '307', 'Sodium, Na', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 21), None, None, Decimal('2.000000000'), 'other', 1)
(590576, 3524, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '307', 'Sodium, Na', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 47), None, None, Decimal('2.000000000'), 'other', 1)
(590647, 3524, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '307', 'Sodium, Na', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 12), None, None, Decimal('2.000000000'), 'other', 1)
(590705, 3524, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '307', 'Sodium, Na', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 21), None, None, Decimal('2.000000000'), 'other', 1)
(590758, 3524, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '307', 'Sodium, Na', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 35), None, None, Decimal('2.000000000'), 'other', 1)
(712491, 3524, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Plant', 'SODIUM', 'SODIUM', Decimal('160.000000000'), Decimal('20.000000000'), Decimal('300.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 28), datetime.datetime(2018, 6, 25, 0, 19, 15), None, None, Decimal('160.000000000'), 'other', 1)
(712492, 3524, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'SODIUM', 'SODIUM', Decimal('110.000000000'), Decimal('0E-9'), Decimal('220.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 28), datetime.datetime(2018, 6, 25, 0, 19, 15), None, None, Decimal('110.000000000'), 'other', 1)
(590505, 3583, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '312', 'Copper, Cu', Decimal('0.410000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 21), None, None, Decimal('0.410000000'), 'other', 1)
(590578, 3583, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '312', 'Copper, Cu', Decimal('0.434000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 48), None, None, Decimal('0.434000000'), 'other', 1)
(590649, 3583, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '312', 'Copper, Cu', Decimal('0.450000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 12), None, None, Decimal('0.450000000'), 'other', 1)
(590707, 3583, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '312', 'Copper, Cu', Decimal('0.363000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 21), None, None, Decimal('0.363000000'), 'other', 1)
(590760, 3583, 'Compound', 187, '20075', 'Wheat, soft white', None, None, '312', 'Copper, Cu', Decimal('0.426000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 30), datetime.datetime(2018, 6, 25, 0, 25, 36), None, None, Decimal('0.426000000'), 'other', 1)
(712497, 3583, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Plant', 'COPPER', 'COPPER', Decimal('0.310000000'), Decimal('0.220000000'), Decimal('0.400000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 28), datetime.datetime(2018, 6, 25, 0, 19, 16), None, None, Decimal('0.310000000'), 'other', 1)
(712498, 3583, 'Compound', 187, '1025', 'Wheat', 'Triticum aestivum L. [Poaceae]', 'Seed', 'COPPER', 'COPPER', Decimal('0.890000000'), Decimal('0.110000000'), Decimal('1.670000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 17, 0, 28), datetime.datetime(2018, 6, 25, 0, 19, 17), None, None, Decimal('0.890000000'), 'other', 1)
(590497, 3716, 'Compound', 187, '20071', 'Wheat, hard red spring', None, None, '269', 'Sugars, total', Decimal('410.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 27), datetime.datetime(2018, 6, 25, 0, 23, 19), None, None, Decimal('410.000000000'), 'other', 1)
(590570, 3716, 'Compound', 187, '20072', 'Wheat, hard red winter', None, None, '269', 'Sugars, total', Decimal('410.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 28), datetime.datetime(2018, 6, 25, 0, 23, 46), None, None, Decimal('410.000000000'), 'other', 1)
(590641, 3716, 'Compound', 187, '20073', 'Wheat, soft red winter', None, None, '269', 'Sugars, total', Decimal('410.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 25, 10), None, None, Decimal('410.000000000'), 'other', 1)
(590699, 3716, 'Compound', 187, '20074', 'Wheat, hard white', None, None, '269', 'Sugars, total', Decimal('410.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 35, 29), datetime.datetime(2018, 6, 25, 0, 24, 19), None, None, Decimal('410.000000000'), 'other', 1)
