orig_food_id|id_food_table|food_group|food_subgroup|nombre_primario|nombre_secundario|G_energy|G_protein|G_fiber, total dietary|G_carbohydrate|G_carbohydrate, by difference|G_fatty acids, total monounsaturated|G_fatty acids, total polyunsaturated|G_fatty acids, total saturated|G_sugars, total|G_total lipid (fat)|G_ash|M_calcium|M_chromium|M_iodine|M_iron|M_magnesium|M_manganese|M_phosphorus|M_potassium|M_selenium|M_sodium|M_zinc|M_copper|V_vit b1|V_vit b12|V_vit b2|V_vit b5|V_vit b6|V_vit b9|V_vit c|V_vit h|V_vit k|AE_alanine|AE_arginine|AE_aspartic acid|AE_cystine|AE_glutamine|AE_glycine|AE_proline|AE_serine|AE_tyrosine|ANE_histidine|ANE_isoleucine|ANE_leucine|ANE_lysine|ANE_methionine|ANE_phenylalanine|ANE_threonine|ANE_tryptophan|ANE_valine|OT_betaine|OT_caffeine|OT_choline|OT_theobromine
12033|170|"herbs and spices"|"oilseed crops"|"sesame"|"seeds, sesame flour, low-fat"|333.000000|50140.000000|0.000000|0.000000|35510.000000|543.000000|630.000000|201.000000|0.000000|1750.000000|5500.000000|149.000000|0.000000|0.000000|14.220000|338.000000|1.396000|757.000000|397.000000|0.000000|39.000000|10.000000|1.425000|2.516000|0.000000|0.269000|2.745000|0.142000|0.029000|0.000000|0.000000|0.000000|2620.000000|7436.000000|4654.000000|1012.000000|11182.000000|3434.000000|2289.000000|2734.000000|2100.000000|1476.000000|2157.000000|3841.000000|1608.000000|1656.000000|2658.000000|2081.000000|1097.000000|2800.000000|0.000000|0.000000|0.000000|0.000000
155|85|"soy"|"soy"|"soy bean"|"soya flour, full fat"|449.091778|40700.000000|10400.000000|16500.000000|0.000000|0.000000|0.000000|3090.000000|3100.000000|0.000000|5100.000000|150.000000|0.023000|0.000500|4.000000|240.000000|2.300000|560.000000|1936.000000|0.011000|2.000000|5.000000|1.600000|0.750000|0.000000|0.310000|1.800000|0.570000|0.800000|0.000000|0.000000|0.200000|1800.000000|2900.000000|4800.000000|650.000000|7600.000000|1700.000000|2200.000000|2100.000000|1300.000000|1000.000000|1800.000000|3200.000000|2600.000000|520.000000|2000.000000|1600.000000|520.000000|2000.000000|0.000000|0.000000|0.000000|0.000000
2011|179|"herbs and spices"|"spices"|"cloves"|"spices, cloves, ground"|274.000000|5970.000000|33900.000000|0.000000|65530.000000|1393.000000|7207.000000|3952.000000|2380.000000|13000.000000|5630.000000|632.000000|0.000000|0.000000|11.830000|259.000000|60.127000|104.000000|1020.000000|0.007200|277.000000|2.320000|0.368000|0.158000|0.000000|0.220000|0.509000|0.391000|0.025000|0.200000|0.000000|0.141800|290.000000|320.000000|600.000000|70.000000|560.000000|280.000000|390.000000|240.000000|190.000000|130.000000|240.000000|400.000000|370.000000|80.000000|230.000000|180.000000|30.000000|340.000000|1.400000|0.000000|37.400000|0.000000
20090|125|"cereals and cereal products"|"cereals"|"rice"|"rice flour, brown"|363.049713|7230.000000|4600.000000|0.000000|76480.000000|1008.000000|996.000000|557.000000|850.000000|2780.000000|1540.000000|11.000000|0.000000|0.000000|1.980000|112.000000|4.013000|337.000000|289.000000|0.000000|8.000000|2.450000|0.230000|0.443000|0.000000|0.080000|1.591000|0.736000|0.016000|0.000000|0.000000|0.000000|422.000000|548.000000|677.000000|88.000000|1473.000000|356.000000|339.000000|374.000000|271.000000|184.000000|306.000000|598.000000|276.000000|163.000000|373.000000|265.000000|92.000000|424.000000|0.000000|0.000000|0.000000|0.000000
12007|346|"herbs and spices"|"oilseed crops"|"cottonseed"|"seeds, cottonseed flour, partially defatted (glandless)"|359.000000|40960.000000|3000.000000|0.000000|40540.000000|1133.000000|2958.000000|1588.000000|0.000000|6200.000000|6000.000000|478.000000|0.000000|0.000000|12.660000|721.000000|2.143000|1597.000000|1772.000000|0.005600|35.000000|11.690000|1.180000|2.102000|0.000000|0.399000|0.448000|0.769000|0.229000|2.400000|0.000000|0.000000|1901.000000|5533.000000|4459.000000|1074.000000|10255.000000|1986.000000|1747.000000|2048.000000|1476.000000|1291.000000|1476.000000|2798.000000|2079.000000|665.000000|2550.000000|1515.000000|618.000000|2102.000000|0.000000|0.000000|0.000000|0.000000
16099|16|"nuts"|"nuts"|"peanut"|"peanut flour, defatted"|327.000000|52200.000000|15800.000000|0.000000|34700.000000|225.000000|143.000000|63.000000|8220.000000|550.000000|4750.000000|140.000000|0.000000|0.000000|2.100000|370.000000|4.900000|760.000000|1290.000000|0.007100|180.000000|5.100000|1.800000|0.700000|0.000000|0.480000|2.744000|0.504000|0.248000|0.000000|0.000000|0.000000|2075.000000|6243.000000|6367.000000|669.000000|10908.000000|3145.000000|2304.000000|2572.000000|2122.000000|1319.000000|1836.000000|3384.000000|1874.000000|641.000000|2705.000000|1788.000000|507.000000|2189.000000|0.000000|0.000000|108.700000|0.000000
172|205|"cereals and cereal products"|"cereals"|"corn"|"corn flour"|365.200765|6800.000000|3200.000000|75500.000000|0.000000|0.000000|0.000000|442.000000|1260.000000|0.000000|600.000000|6.000000|0.002600|0.000600|1.100000|47.000000|0.000000|99.000000|120.000000|0.003200|1.000000|0.500000|0.000000|0.330000|0.000000|0.110000|0.000000|0.330000|0.020000|0.000000|0.000000|0.000000|510.000000|280.000000|440.000000|110.000000|1400.000000|250.000000|610.000000|350.000000|260.000000|190.000000|250.000000|860.000000|190.000000|130.000000|350.000000|250.000000|44.000000|330.000000|0.000000|0.000000|0.000000|0.000000
193|16|"nuts"|"nuts"|"peanut"|"nut, pea, dried"|588.671128|25800.000000|7700.000000|19900.000000|0.000000|0.000000|0.000000|9500.000000|3100.000000|0.000000|2300.000000|55.600000|0.008000|0.000500|1.900000|170.000000|1.520000|409.000000|703.000000|0.006900|2.000000|3.100000|0.860000|0.910000|0.000000|0.100000|2.800000|0.348000|0.106000|0.000000|34.000000|0.000000|1200.000000|3800.000000|3700.000000|330.000000|6000.000000|1800.000000|1500.000000|1600.000000|1000.000000|760.000000|1200.000000|2000.000000|1000.000000|320.000000|1700.000000|810.000000|250.000000|1600.000000|0.000000|0.000000|0.000000|0.000000
20019|205|"cereals and cereal products"|"cereals"|"corn"|"corn flour, masa, unenriched, white"|365.200765|9280.000000|6400.000000|0.000000|76290.000000|997.000000|1724.000000|532.000000|1610.000000|3860.000000|1520.000000|136.000000|0.000000|0.000000|1.470000|93.000000|0.447000|214.000000|263.000000|0.014000|5.000000|1.800000|0.180000|0.223000|0.000000|0.097000|0.192000|0.475000|0.029000|0.000000|0.000000|0.000000|696.000000|411.000000|599.000000|200.000000|1729.000000|343.000000|741.000000|456.000000|251.000000|285.000000|302.000000|1124.000000|240.000000|183.000000|451.000000|268.000000|68.000000|416.000000|0.000000|0.000000|8.600000|0.000000
657|170|"herbs and spices"|"oilseed crops"|"sesame"|"sesame seeds, whole, dried"|568.116635|17700.000000|18000.000000|5500.000000|0.000000|0.000000|0.000000|6700.000000|0.000000|0.000000|4500.000000|959.000000|0.005800|0.000000|14.600000|351.000000|2.460000|580.000000|468.000000|0.024400|11.000000|7.750000|4.080000|0.791000|0.000000|0.247000|0.050000|0.790000|0.097000|0.000000|0.000000|0.000000|1100.000000|3100.000000|1900.000000|440.000000|4700.000000|1400.000000|970.000000|1100.000000|870.000000|600.000000|900.000000|1600.000000|670.000000|700.000000|1100.000000|870.000000|470.000000|1200.000000|0.000000|0.000000|0.000000|0.000000
35136|205|"cereals and cereal products"|"cereals"|"corn"|"cornmeal, white (navajo)"|398.000000|10990.000000|10400.000000|0.000000|77140.000000|1532.000000|2078.000000|853.000000|1460.000000|5040.000000|1400.000000|11.000000|0.000000|0.000000|3.790000|125.000000|0.646000|280.000000|443.000000|0.000000|4.000000|3.240000|0.219000|0.310000|0.000000|0.137000|2.490000|0.583000|0.032000|0.000000|0.000000|0.000400|836.000000|474.000000|724.000000|217.000000|2043.000000|399.000000|906.000000|510.000000|412.000000|292.000000|404.000000|1375.000000|319.000000|258.000000|543.000000|345.000000|70.000000|554.000000|0.000000|0.000000|0.000000|0.000000
16418|85|"soy"|"soy"|"soy bean"|"soy flour, low-fat, crude protein basis (n x 6.25)"|369.502868|50930.000000|10200.000000|0.000000|33580.000000|1480.000000|3782.000000|969.000000|19800.000000|6700.000000|6090.000000|188.000000|0.000000|0.000000|5.990000|229.000000|3.080000|593.000000|2570.000000|0.009300|18.000000|1.180000|5.080000|0.380000|0.000000|0.285000|1.820000|0.522000|0.410000|0.000000|0.000000|0.004100|2192.000000|3610.000000|5851.000000|750.000000|9013.000000|2151.000000|2722.000000|2697.000000|1760.000000|1255.000000|2257.000000|3789.000000|3097.000000|627.000000|2428.000000|2021.000000|676.000000|2322.000000|0.000000|0.000000|0.000000|0.000000
51|149|"fruits"|"drupes"|"peach"|"peach, dried"|336.042065|4900.000000|14300.000000|68400.000000|0.000000|0.000000|0.000000|94.000000|51100.000000|0.000000|3400.000000|25.000000|0.000000|0.002800|6.800000|80.000000|0.670000|120.000000|945.000000|0.000000|79.000000|0.570000|0.630000|0.002000|0.000000|0.065000|0.300000|0.150000|0.014000|4.800000|0.000000|0.000000|240.000000|100.000000|540.000000|55.000000|850.000000|94.000000|170.000000|20.000000|120.000000|100.000000|77.000000|170.000000|180.000000|180.000000|110.000000|170.000000|23.000000|240.000000|0.000000|0.000000|0.000000|0.000000
11667|490|"aquatic foods"|"seaweed"|"spirulina"|"seaweed, spirulina, dried"|290.000000|57470.000000|3600.000000|0.000000|23900.000000|675.000000|2080.000000|2650.000000|3100.000000|7720.000000|6230.000000|120.000000|0.000000|0.000000|28.500000|195.000000|1.900000|118.000000|1363.000000|0.007200|1048.000000|2.000000|6.100000|2.380000|0.000000|3.670000|3.480000|0.364000|0.094000|10.100000|0.000000|0.025500|4515.000000|4147.000000|5793.000000|662.000000|8386.000000|3099.000000|2382.000000|2998.000000|2584.000000|1085.000000|3209.000000|4947.000000|3025.000000|1149.000000|2777.000000|2970.000000|929.000000|3512.000000|0.000000|0.000000|66.000000|0.000000
2021|206|"herbs and spices"|"spices"|"ginger"|"spices, ginger, ground"|335.564054|8980.000000|14100.000000|0.000000|71620.000000|479.000000|929.000000|2599.000000|3390.000000|4240.000000|5220.000000|114.000000|0.000000|0.000000|19.800000|214.000000|33.300000|168.000000|1320.000000|0.055800|27.000000|3.640000|0.480000|0.046000|0.000000|0.170000|0.477000|0.626000|0.013000|0.700000|0.000000|0.000800|272.000000|708.000000|1387.000000|99.000000|790.000000|497.000000|334.000000|250.000000|243.000000|199.000000|341.000000|513.000000|241.000000|89.000000|311.000000|289.000000|152.000000|411.000000|3.400000|0.000000|41.200000|0.000000
20003|291|"vegetables"|"tubers"|"arrowroot"|"arrowroot flour"|357.074570|300.000000|3400.000000|0.000000|88150.000000|2.000000|45.000000|19.000000|0.000000|100.000000|80.000000|40.000000|0.000000|0.000000|0.330000|3.000000|0.470000|5.000000|11.000000|0.000000|2.000000|0.070000|0.040000|0.001000|0.000000|0.000000|0.130000|0.005000|0.007000|0.000000|0.000000|0.000000|14.000000|12.000000|47.000000|6.000000|50.000000|14.000000|9.000000|13.000000|9.000000|4.000000|10.000000|19.000000|13.000000|6.000000|12.000000|12.000000|4.000000|14.000000|0.000000|0.000000|0.000000|0.000000
12170|170|"herbs and spices"|"oilseed crops"|"sesame"|"seeds, sesame flour, high-fat"|526.051625|30780.000000|0.000000|0.000000|26620.000000|14010.000000|16261.000000|5196.000000|0.000000|37100.000000|4600.000000|159.000000|0.000000|0.000000|15.170000|361.000000|1.489000|807.000000|423.000000|0.000000|41.000000|10.670000|1.520000|2.684000|0.000000|0.286000|2.928000|0.152000|0.031000|0.000000|0.000000|0.000000|1609.000000|4565.000000|2858.000000|621.000000|6865.000000|2108.000000|1406.000000|1679.000000|1289.000000|906.000000|1324.000000|2358.000000|987.000000|1016.000000|1632.000000|1278.000000|674.000000|1719.000000|0.000000|0.000000|0.000000|0.000000
20065|169|"cereals and cereal products"|"cereals"|"rye"|"rye flour, light"|357.000000|9820.000000|8000.000000|0.000000|76680.000000|158.000000|584.000000|150.000000|930.000000|1330.000000|780.000000|13.000000|0.000000|0.000000|0.910000|32.000000|1.162000|130.000000|224.000000|0.017600|2.000000|1.330000|0.213000|0.331000|0.000000|0.090000|0.665000|0.234000|0.023000|0.000000|0.000000|0.005900|337.000000|380.000000|496.000000|0.000000|2457.000000|333.000000|965.000000|434.000000|199.000000|147.000000|235.000000|556.000000|210.000000|113.000000|445.000000|278.000000|111.000000|323.000000|0.000000|0.000000|10.800000|0.000000
2066|112|"herbs and spices"|"herbs"|"spearmint"|"spearmint, dried"|285.000000|19930.000000|29800.000000|0.000000|52040.000000|210.000000|3257.000000|1577.000000|0.000000|6030.000000|10700.000000|1488.000000|0.000000|0.000000|87.470000|602.000000|11.482000|276.000000|1924.000000|0.000000|344.000000|2.410000|1.542000|0.288000|0.000000|1.421000|1.399000|2.579000|0.530000|0.000000|0.000000|0.000000|1036.000000|918.000000|2353.000000|220.000000|2172.000000|957.000000|816.000000|778.000000|600.000000|399.000000|816.000000|1496.000000|858.000000|281.000000|1017.000000|816.000000|306.000000|995.000000|0.000000|0.000000|0.000000|0.000000
12077|301|"nuts"|"nuts"|"beech nut"|"nuts, beechnuts, dried"|576.003824|6200.000000|0.000000|0.000000|33500.000000|21892.000000|20089.000000|5719.000000|0.000000|50000.000000|3700.000000|1.000000|0.000000|0.000000|2.460000|0.000000|1.341000|0.000000|1017.000000|0.000000|38.000000|0.360000|0.670000|0.304000|0.000000|0.371000|0.925000|0.684000|0.113000|15.500000|0.000000|0.000000|414.000000|443.000000|1071.000000|197.000000|800.000000|319.000000|326.000000|310.000000|172.000000|172.000000|245.000000|367.000000|367.000000|146.000000|262.000000|221.000000|69.000000|346.000000|0.000000|0.000000|0.000000|0.000000
8120|270|"cereals and cereal products"|"cereal products"|"breakfast cereal"|"cereals, oats, regular and quick, not fortified, dry"|379.063098|13150.000000|10100.000000|0.000000|67700.000000|1980.000000|2300.000000|1110.000000|990.000000|6520.000000|1770.000000|52.000000|0.000000|0.000000|4.250000|138.000000|3.630000|410.000000|362.000000|0.028900|6.000000|3.640000|0.391000|0.460000|0.000000|0.155000|1.120000|0.100000|0.032000|0.000000|0.000000|0.002000|563.000000|850.000000|1217.000000|455.000000|2830.000000|642.000000|451.000000|705.000000|395.000000|275.000000|503.000000|980.000000|637.000000|207.000000|665.000000|382.000000|182.000000|688.000000|0.000000|0.000000|40.400000|0.000000
12130|382|"nuts"|"nuts"|"hickory nut"|"nuts, hickorynuts, dried"|657.026769|12720.000000|6400.000000|0.000000|18250.000000|32611.000000|21886.000000|7038.000000|0.000000|64370.000000|2000.000000|61.000000|0.000000|0.000000|2.120000|173.000000|4.610000|336.000000|436.000000|0.008100|1.000000|4.310000|0.738000|0.867000|0.000000|0.131000|1.746000|0.192000|0.040000|2.000000|0.000000|0.000000|662.000000|2086.000000|1368.000000|271.000000|2885.000000|708.000000|571.000000|806.000000|454.000000|389.000000|576.000000|1027.000000|497.000000|300.000000|713.000000|422.000000|139.000000|730.000000|0.000000|0.000000|0.000000|0.000000
90|8|"herbs and spices"|"herbs"|"garlic"|"garlic, dried, powder"|349.426386|16800.000000|9900.000000|62700.000000|0.000000|0.000000|0.000000|143.000000|0.000000|0.000000|3300.000000|80.000000|0.000000|0.000000|2.750000|58.000000|0.000000|417.000000|1101.000000|0.000000|26.000000|2.630000|0.000000|0.466000|0.000000|0.152000|0.000000|0.000000|0.000000|3.580000|0.000000|0.000000|350.000000|1700.000000|1300.000000|170.000000|2100.000000|540.000000|260.000000|510.000000|220.000000|300.000000|560.000000|810.000000|730.000000|200.000000|480.000000|400.000000|180.000000|780.000000|0.000000|0.000000|0.000000|0.000000
338|105|"fruits"|"pomes"|"apple"|"apple, dried"|255.258126|930.000000|8700.000000|0.000000|0.000000|0.000000|0.000000|63.000000|41000.000000|0.000000|1100.000000|30.000000|0.000000|0.000800|1.400000|5.000000|0.200000|38.000000|450.000000|0.000500|87.000000|0.200000|0.040000|0.065000|0.000000|0.100000|0.300000|0.125000|0.000000|3.900000|0.900000|0.000000|42.000000|24.000000|300.000000|2.000000|73.000000|27.000000|30.000000|37.000000|13.000000|15.000000|30.000000|48.000000|45.000000|8.000000|27.000000|24.000000|8.000000|36.000000|0.000000|0.000000|0.000000|0.000000
9264|73|"fruits"|"tropical fruits"|"japanese persimmon"|"persimmons, japanese, dried"|274.000000|1380.000000|14500.000000|0.000000|73430.000000|0.000000|0.000000|0.000000|0.000000|590.000000|1590.000000|25.000000|0.000000|0.000000|0.740000|31.000000|1.390000|81.000000|802.000000|0.000000|2.000000|0.420000|0.442000|0.000000|0.000000|0.029000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|68.000000|59.000000|136.000000|30.000000|179.000000|60.000000|53.000000|53.000000|39.000000|27.000000|60.000000|101.000000|78.000000|12.000000|63.000000|71.000000|24.000000|72.000000|0.000000|0.000000|0.000000|0.000000
2010|50|"herbs and spices"|"spices"|"chinese cinnamon"|"spices, cinnamon, ground"|247.370937|3990.000000|53100.000000|0.000000|80590.000000|246.000000|68.000000|345.000000|2170.000000|1240.000000|3600.000000|1002.000000|0.000000|0.000000|8.320000|60.000000|17.466000|64.000000|431.000000|0.003100|10.000000|1.830000|0.339000|0.022000|0.000000|0.041000|0.358000|0.158000|0.006000|3.800000|0.000000|0.031200|166.000000|166.000000|438.000000|58.000000|370.000000|195.000000|419.000000|195.000000|136.000000|117.000000|146.000000|253.000000|243.000000|78.000000|146.000000|136.000000|49.000000|224.000000|3.900000|0.000000|11.000000|0.000000
20063|169|"cereals and cereal products"|"cereals"|"rye"|"rye flour, dark"|325.047801|15910.000000|23800.000000|0.000000|68630.000000|284.000000|1046.000000|269.000000|2310.000000|2220.000000|2500.000000|37.000000|0.000000|0.000000|4.970000|160.000000|6.062000|499.000000|717.000000|0.018000|2.000000|5.040000|0.560000|0.316000|0.000000|0.251000|1.456000|0.443000|0.033000|0.000000|0.000000|0.005900|647.000000|764.000000|827.000000|0.000000|3139.000000|680.000000|1014.000000|681.000000|271.000000|233.000000|353.000000|857.000000|338.000000|199.000000|646.000000|490.000000|180.000000|498.000000|0.000000|0.000000|30.400000|0.000000
20061|125|"cereals and cereal products"|"cereals"|"rice"|"rice flour, white"|366.000000|5950.000000|2400.000000|0.000000|80130.000000|442.000000|379.000000|386.000000|120.000000|1420.000000|610.000000|10.000000|0.000000|0.000000|0.350000|35.000000|1.200000|98.000000|76.000000|0.015100|0.000000|0.800000|0.130000|0.138000|0.000000|0.021000|0.819000|0.436000|0.004000|0.000000|0.000000|0.000000|332.000000|516.000000|549.000000|107.000000|1097.000000|267.000000|278.000000|310.000000|314.000000|149.000000|244.000000|488.000000|207.000000|144.000000|317.000000|210.000000|72.000000|348.000000|0.000000|0.000000|5.800000|0.000000
12034|170|"herbs and spices"|"oilseed crops"|"sesame"|"seeds, sesame meal, partially defatted"|567.000000|16960.000000|0.000000|0.000000|26040.000000|18127.000000|21039.000000|6722.000000|0.000000|48000.000000|4000.000000|153.000000|0.000000|0.000000|14.550000|346.000000|1.427000|774.000000|406.000000|0.000000|39.000000|10.230000|1.457000|2.573000|0.000000|0.275000|2.807000|0.146000|0.030000|0.000000|0.000000|0.000000|886.000000|2515.000000|1574.000000|342.000000|3782.000000|1162.000000|774.000000|925.000000|710.000000|499.000000|730.000000|1299.000000|544.000000|560.000000|899.000000|704.000000|371.000000|947.000000|0.000000|0.000000|0.000000|0.000000
20316|205|"cereals and cereal products"|"cereals"|"corn"|"corn flour, whole-grain, white"|361.000000|6930.000000|7300.000000|0.000000|76850.000000|1018.000000|1759.000000|543.000000|640.000000|3860.000000|1450.000000|7.000000|0.000000|0.000000|2.380000|93.000000|0.460000|272.000000|315.000000|0.015400|5.000000|1.730000|0.230000|0.246000|0.000000|0.080000|0.658000|0.370000|0.025000|0.000000|0.000000|0.000300|518.000000|345.000000|482.000000|125.000000|1300.000000|284.000000|605.000000|329.000000|282.000000|211.000000|248.000000|850.000000|195.000000|145.000000|340.000000|261.000000|49.000000|351.000000|0.000000|0.000000|21.600000|0.000000
2029|131|"herbs and spices"|"herbs"|"parsley"|"spices, parsley, dried"|291.586998|26630.000000|26700.000000|0.000000|50640.000000|761.000000|3124.000000|1378.000000|7270.000000|5480.000000|11360.000000|1140.000000|0.000000|0.000000|22.040000|400.000000|9.810000|436.000000|2683.000000|0.014100|452.000000|5.440000|0.780000|0.196000|0.000000|2.383000|1.062000|0.900000|0.180000|125.000000|0.000000|1.359500|1778.000000|1756.000000|3169.000000|298.000000|3688.000000|1756.000000|2010.000000|1159.000000|1159.000000|718.000000|1546.000000|2794.000000|2098.000000|596.000000|1712.000000|1193.000000|475.000000|2021.000000|1.700000|0.000000|97.100000|0.000000
12022|42|"herbs and spices"|"oilseed crops"|"safflower"|"seeds, safflower seed meal, partially defatted"|342.017208|35620.000000|0.000000|0.000000|48730.000000|272.000000|1584.000000|207.000000|0.000000|2390.000000|6850.000000|77.000000|0.000000|0.000000|4.860000|350.000000|1.998000|638.000000|68.000000|0.000000|3.000000|5.010000|1.733000|1.153000|0.000000|0.412000|3.996000|1.161000|0.159000|0.000000|0.000000|0.000000|1700.000000|3851.000000|3978.000000|685.000000|8145.000000|2224.000000|1599.000000|1788.000000|1169.000000|995.000000|1579.000000|2540.000000|1176.000000|625.000000|1774.000000|1290.000000|403.000000|2258.000000|0.000000|0.000000|0.000000|0.000000
463|170|"herbs and spices"|"oilseed crops"|"sesame"|"sesame seed, decorticated"|597.992352|22700.000000|8800.000000|4600.000000|0.000000|0.000000|0.000000|8600.000000|0.000000|0.000000|2900.000000|64.800000|0.020000|0.000200|14.600000|351.000000|2.460000|739.000000|468.000000|0.024400|11.000000|7.750000|4.080000|0.791000|0.000000|0.247000|0.050000|0.790000|0.097000|0.000000|0.000000|0.000000|1200.000000|3300.000000|2000.000000|460.000000|5000.000000|1500.000000|990.000000|1200.000000|910.000000|660.000000|950.000000|1700.000000|700.000000|740.000000|1200.000000|910.000000|500.000000|1200.000000|0.000000|0.000000|0.000000|0.000000
20016|205|"cereals and cereal products"|"cereals"|"corn"|"corn flour, whole-grain, yellow"|361.000000|6930.000000|7300.000000|0.000000|76850.000000|1018.000000|1759.000000|543.000000|640.000000|3860.000000|1450.000000|7.000000|0.000000|0.000000|2.380000|93.000000|0.460000|272.000000|315.000000|0.015400|5.000000|1.730000|0.230000|0.246000|0.000000|0.080000|0.658000|0.370000|0.025000|0.000000|0.000000|0.000300|518.000000|345.000000|482.000000|125.000000|1300.000000|284.000000|605.000000|329.000000|282.000000|211.000000|248.000000|850.000000|195.000000|145.000000|340.000000|261.000000|49.000000|351.000000|0.000000|0.000000|21.600000|0.000000
12094|336|"nuts"|"nuts"|"chinese chestnut"|"nuts, chestnuts, chinese, dried"|363.049713|6820.000000|0.000000|0.000000|79760.000000|945.000000|468.000000|266.000000|0.000000|1810.000000|2710.000000|29.000000|0.000000|0.000000|2.290000|137.000000|2.601000|155.000000|726.000000|0.000000|5.000000|1.410000|0.590000|0.260000|0.000000|0.293000|0.902000|0.666000|0.110000|58.500000|0.000000|0.000000|324.000000|699.000000|1385.000000|179.000000|873.000000|299.000000|263.000000|299.000000|203.000000|197.000000|255.000000|421.000000|371.000000|165.000000|309.000000|272.000000|80.000000|358.000000|0.000000|0.000000|0.000000|0.000000
20446|125|"cereals and cereal products"|"cereals"|"rice"|"rice, white, long-grain, parboiled, unenriched, dry"|374.000000|7510.000000|1800.000000|0.000000|80890.000000|258.000000|322.000000|294.000000|330.000000|1030.000000|710.000000|71.000000|0.000000|0.000000|0.740000|27.000000|1.035000|153.000000|174.000000|0.019900|2.000000|1.020000|0.284000|0.224000|0.000000|0.050000|0.672000|0.452000|0.008000|0.000000|0.000000|0.000100|433.000000|651.000000|795.000000|153.000000|1395.000000|358.000000|484.000000|366.000000|216.000000|185.000000|339.000000|656.000000|215.000000|183.000000|398.000000|271.000000|103.000000|470.000000|0.000000|0.000000|0.000000|0.000000
12100|368|"nuts"|"nuts"|"european chestnut"|"nuts, chestnuts, european, dried, peeled"|369.024857|5010.000000|0.000000|0.000000|78430.000000|1349.000000|1546.000000|736.000000|0.000000|3910.000000|3640.000000|64.000000|0.000000|0.000000|2.390000|74.000000|1.183000|137.000000|991.000000|0.000000|37.000000|0.350000|0.653000|0.354000|0.000000|0.054000|0.901000|0.666000|0.110000|15.100000|0.000000|0.000000|335.000000|359.000000|866.000000|159.000000|647.000000|258.000000|264.000000|251.000000|139.000000|139.000000|198.000000|297.000000|297.000000|118.000000|212.000000|179.000000|56.000000|280.000000|0.000000|0.000000|0.000000|0.000000
20481|575|"cereals and cereal products"|"cereals"|"wheat"|"wheat flour, white, all-purpose, unenriched"|364.005736|10330.000000|2700.000000|0.000000|76310.000000|87.000000|413.000000|155.000000|270.000000|980.000000|470.000000|15.000000|0.000000|0.000000|1.170000|22.000000|0.682000|108.000000|107.000000|0.033900|2.000000|0.700000|0.144000|0.120000|0.000000|0.040000|0.438000|0.044000|0.026000|0.000000|0.000000|0.000300|332.000000|417.000000|435.000000|219.000000|3479.000000|371.000000|1198.000000|516.000000|312.000000|230.000000|357.000000|710.000000|228.000000|183.000000|520.000000|281.000000|127.000000|415.000000|0.000000|0.000000|10.400000|0.000000
12014|66|"gourds"|"gourds"|"cucurbita"|"seeds, pumpkin and squash seed kernels, dried"|559.034417|30230.000000|6000.000000|0.000000|10710.000000|16242.000000|20976.000000|8659.000000|1400.000000|49050.000000|4780.000000|46.000000|0.000000|0.000000|8.820000|592.000000|4.543000|1233.000000|809.000000|0.009400|7.000000|7.810000|1.343000|0.273000|0.000000|0.153000|0.750000|0.143000|0.058000|1.900000|0.000000|0.007300|1485.000000|5353.000000|2960.000000|332.000000|6188.000000|1843.000000|1316.000000|1673.000000|1093.000000|780.000000|1281.000000|2419.000000|1236.000000|603.000000|1733.000000|998.000000|576.000000|1579.000000|0.000000|0.000000|63.000000|0.000000
542|575|"cereals and cereal products"|"cereals"|"wheat"|"wheat, flour, wholemeal"|340.822180|10600.000000|13800.000000|60000.000000|0.000000|0.000000|0.000000|483.000000|540.000000|0.000000|1500.000000|29.800000|0.002000|0.002700|3.310000|103.000000|2.740000|313.000000|379.000000|0.000100|4.130000|2.600000|0.317000|0.390000|0.000000|0.075000|0.680000|0.340000|0.050000|0.000000|7.000000|0.030000|460.000000|550.000000|610.000000|180.000000|3400.000000|480.000000|1000.000000|550.000000|290.000000|280.000000|420.000000|750.000000|370.000000|170.000000|520.000000|350.000000|150.000000|570.000000|0.000000|0.000000|0.000000|0.000000
20070|246|"cereals and cereal products"|"cereals"|"triticale"|"triticale flour, whole-grain"|338.000000|13180.000000|14600.000000|0.000000|73140.000000|183.000000|794.000000|318.000000|0.000000|1810.000000|1850.000000|35.000000|0.000000|0.000000|2.590000|153.000000|4.185000|321.000000|466.000000|0.000000|2.000000|2.660000|0.559000|0.378000|0.000000|0.132000|2.167000|0.403000|0.074000|0.000000|0.000000|0.000000|491.000000|678.000000|794.000000|278.000000|4048.000000|565.000000|1196.000000|599.000000|387.000000|314.000000|484.000000|920.000000|369.000000|206.000000|644.000000|409.000000|158.000000|615.000000|0.000000|0.000000|0.000000|0.000000
