id_aux|food_group|food_subgroup|id_food_table|nombre_primario|nombre_secundario|orig_food_id|G_energy|G_protein|G_fiber, total dietary|G_carbohydrate|G_carbohydrate, by difference|G_fatty acids, total monounsaturated|G_fatty acids, total polyunsaturated|G_fatty acids, total saturated|G_sugars, total|G_total lipid (fat)|G_ash|M_calcium|M_chromium|M_iodine|M_iron|M_magnesium|M_manganese|M_phosphorus|M_potassium|M_selenium|M_sodium|M_zinc|M_copper|V_vit b1|V_vit b12|V_vit b2|V_vit b5|V_vit b6|V_vit b9|V_vit c|V_vit h|V_vit k|AE_alanine|AE_arginine|AE_aspartic acid|AE_cystine|AE_glutamine|AE_glycine|AE_proline|AE_serine|AE_tyrosine|ANE_histidine|ANE_isoleucine|ANE_leucine|ANE_lysine|ANE_methionine|ANE_phenylalanine|ANE_threonine|ANE_tryptophan|ANE_valine|OT_betaine|OT_caffeine|OT_choline|OT_theobromine
1|"fruits"|"drupes"|144|"apricot"|"apricot, dried"|1|"277,0076"|"3390,0000"|"7300,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"135,0000"|"41900,0000"|"0,0000"|"2800,0000"|"67,5000"|"0,0800"|"0,0034"|"6,0000"|"41,0000"|"0,2350"|"65,7000"|"1026,0000"|"0,0022"|"21,0000"|"0,2000"|"0,2700"|"0,0000"|"0,0000"|"0,0600"|"0,7000"|"0,1700"|"0,0140"|"1,0000"|"1,0000"|"0,0000"|"100,0000"|"60,0000"|"580,0000"|"1,0000"|"120,0000"|"70,0000"|"770,0000"|"93,0000"|"36,0000"|"44,0000"|"79,0000"|"140,0000"|"120,0000"|"19,0000"|"79,0000"|"65,0000"|"14,0000"|"120,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
2|"pulses"|"beans"|134|"common bean"|"beans, white, dried"|25|"324,0918"|"18900,0000"|"17800,0000"|"45600,0000"|"0,0000"|"0,0000"|"0,0000"|"12600,0000"|"3600,0000"|"0,0000"|"3900,0000"|"126,0000"|"0,0114"|"0,0006"|"5,5000"|"184,0000"|"2,0000"|"425,0000"|"1530,0000"|"0,0088"|"6,0000"|"2,7800"|"0,4700"|"0,4370"|"0,0000"|"0,1460"|"0,9800"|"0,5080"|"0,2260"|"0,0000"|"0,5000"|"0,1700"|"890,0000"|"1300,0000"|"2600,0000"|"230,0000"|"3200,0000"|"820,0000"|"890,0000"|"1200,0000"|"610,0000"|"580,0000"|"950,0000"|"1700,0000"|"1500,0000"|"320,0000"|"1200,0000"|"890,0000"|"250,0000"|"1100,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
3|"pulses"|"beans"|134|"common bean"|"beans, brown, dried"|29|"313,8145"|"18900,0000"|"17800,0000"|"43000,0000"|"0,0000"|"0,0000"|"0,0000"|"12600,0000"|"3200,0000"|"0,0000"|"3400,0000"|"77,3000"|"0,0114"|"0,0019"|"5,0000"|"131,0000"|"2,0000"|"477,0000"|"1327,0000"|"0,0088"|"8,0000"|"2,0000"|"0,5000"|"0,3500"|"0,0000"|"0,1400"|"0,5000"|"0,4150"|"0,1400"|"0,0000"|"0,5000"|"0,1700"|"730,0000"|"910,0000"|"230,0000"|"120,0000"|"2500,0000"|"700,0000"|"700,0000"|"1200,0000"|"420,0000"|"480,0000"|"880,0000"|"1300,0000"|"1400,0000"|"170,0000"|"940,0000"|"790,0000"|"240,0000"|"1900,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
4|"soy"|"soy"|85|"soy bean"|"beans, soy, dried"|32|"410,6119"|"35800,0000"|"16600,0000"|"17500,0000"|"0,0000"|"0,0000"|"0,0000"|"2560,0000"|"6100,0000"|"0,0000"|"4700,0000"|"163,0000"|"0,0168"|"0,0006"|"15,7000"|"225,0000"|"2,0000"|"467,0000"|"1676,0000"|"0,0088"|"4,0000"|"1,0000"|"0,1100"|"0,8740"|"0,0000"|"0,8700"|"1,9200"|"0,4170"|"0,2800"|"0,0000"|"60,0000"|"0,0470"|"1500,0000"|"2600,0000"|"4200,0000"|"480,0000"|"6700,0000"|"1500,0000"|"2000,0000"|"1800,0000"|"1100,0000"|"910,0000"|"1600,0000"|"2800,0000"|"2300,0000"|"450,0000"|"1800,0000"|"1400,0000"|"460,0000"|"1700,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
7|"fruits"|"drupes"|149|"peach"|"peach, dried"|51|"336,0421"|"4900,0000"|"14300,0000"|"68400,0000"|"0,0000"|"0,0000"|"0,0000"|"94,0000"|"51100,0000"|"0,0000"|"3400,0000"|"25,0000"|"0,0000"|"0,0028"|"6,8000"|"80,0000"|"0,6700"|"120,0000"|"945,0000"|"0,0000"|"79,0000"|"0,5700"|"0,6300"|"0,0020"|"0,0000"|"0,0650"|"0,3000"|"0,1500"|"0,0140"|"4,8000"|"0,0000"|"0,0000"|"240,0000"|"100,0000"|"540,0000"|"55,0000"|"850,0000"|"94,0000"|"170,0000"|"20,0000"|"120,0000"|"100,0000"|"77,0000"|"170,0000"|"180,0000"|"180,0000"|"110,0000"|"170,0000"|"23,0000"|"240,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
10|"herbs and spices"|"herbs"|456|"rose hip"|"rose hip, dried, powder"|95|"276,2906"|"4500,0000"|"43000,0000"|"40000,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"28000,0000"|"0,0000"|"5200,0000"|"663,0000"|"0,0060"|"0,0009"|"4,2000"|"240,0000"|"5,5000"|"104,0000"|"1600,0000"|"0,0005"|"24,0000"|"0,5800"|"0,2600"|"0,0600"|"0,0000"|"0,3000"|"0,0000"|"0,0500"|"0,2100"|"41,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
11|"vegetables"|"tubers"|175|"potato"|"potato flour"|116|"347,5143"|"200,0000"|"300,0000"|"85000,0000"|"0,0000"|"0,0000"|"0,0000"|"19,0000"|"0,0000"|"0,0000"|"200,0000"|"25,0000"|"0,0030"|"0,0003"|"0,3800"|"6,0000"|"0,1000"|"7,2000"|"34,0000"|"0,0004"|"3,5000"|"0,1600"|"0,0760"|"0,0050"|"0,0000"|"0,0030"|"0,0000"|"0,0100"|"0,0820"|"0,0000"|"0,0000"|"0,0000"|"7,0000"|"8,0000"|"42,0000"|"2,0000"|"27,0000"|"6,0000"|"7,0000"|"7,0000"|"4,0000"|"4,0000"|"7,0000"|"11,0000"|"12,0000"|"3,0000"|"8,0000"|"7,0000"|"3,0000"|"12,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
12|"pulses"|"lentils"|98|"lentils"|"lentils, dried"|147|"350,8604"|"26200,0000"|"5300,0000"|"50500,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"2400,0000"|"0,0000"|"2400,0000"|"55,7000"|"0,0131"|"0,0007"|"6,5000"|"77,0000"|"0,0000"|"371,0000"|"670,0000"|"0,0120"|"36,0000"|"3,0600"|"0,6700"|"0,5000"|"0,0000"|"0,2000"|"1,3600"|"0,5560"|"0,0350"|"0,0000"|"0,0000"|"0,0000"|"1100,0000"|"2300,0000"|"3000,0000"|"250,0000"|"4400,0000"|"1100,0000"|"1100,0000"|"1400,0000"|"840,0000"|"710,0000"|"1100,0000"|"2000,0000"|"1900,0000"|"210,0000"|"1400,0000"|"1000,0000"|"250,0000"|"1300,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
13|"soy"|"soy"|85|"soy bean"|"soya flour, full fat"|155|"449,0918"|"40700,0000"|"10400,0000"|"16500,0000"|"0,0000"|"0,0000"|"0,0000"|"3090,0000"|"3100,0000"|"0,0000"|"5100,0000"|"150,0000"|"0,0230"|"0,0005"|"4,0000"|"240,0000"|"2,3000"|"560,0000"|"1936,0000"|"0,0110"|"2,0000"|"5,0000"|"1,6000"|"0,7500"|"0,0000"|"0,3100"|"1,8000"|"0,5700"|"0,8000"|"0,0000"|"0,0000"|"0,2000"|"1800,0000"|"2900,0000"|"4800,0000"|"650,0000"|"7600,0000"|"1700,0000"|"2200,0000"|"2100,0000"|"1300,0000"|"1000,0000"|"1800,0000"|"3200,0000"|"2600,0000"|"520,0000"|"2000,0000"|"1600,0000"|"520,0000"|"2000,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
14|"cereals and cereal products"|"cereals"|205|"corn"|"corn flour"|172|"365,2008"|"6800,0000"|"3200,0000"|"75500,0000"|"0,0000"|"0,0000"|"0,0000"|"442,0000"|"1260,0000"|"0,0000"|"600,0000"|"6,0000"|"0,0026"|"0,0006"|"1,1000"|"47,0000"|"0,0000"|"99,0000"|"120,0000"|"0,0032"|"1,0000"|"0,5000"|"0,0000"|"0,3300"|"0,0000"|"0,1100"|"0,0000"|"0,3300"|"0,0200"|"0,0000"|"0,0000"|"0,0000"|"510,0000"|"280,0000"|"440,0000"|"110,0000"|"1400,0000"|"250,0000"|"610,0000"|"350,0000"|"260,0000"|"190,0000"|"250,0000"|"860,0000"|"190,0000"|"130,0000"|"350,0000"|"250,0000"|"44,0000"|"330,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
15|"cereals and cereal products"|"cereals"|205|"corn"|"corn starch"|173|"366,6348"|"400,0000"|"500,0000"|"88800,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"10,0000"|"0,0000"|"0,0006"|"0,2800"|"4,0000"|"1,0000"|"99,0000"|"5,0000"|"0,0000"|"1,7000"|"0,5000"|"0,0000"|"0,0000"|"0,0000"|"0,0080"|"0,0000"|"0,0050"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"5,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
16|"nuts"|"nuts"|381|"hazelnut"|"nut, hazel (uk), filbert (usa), dried"|192|"597,9924"|"14900,0000"|"8200,0000"|"21100,0000"|"0,0000"|"0,0000"|"0,0000"|"3540,0000"|"4700,0000"|"0,0000"|"2400,0000"|"136,0000"|"0,0004"|"0,0004"|"2,8000"|"158,0000"|"7,2000"|"349,0000"|"738,0000"|"0,0021"|"1,9000"|"2,0000"|"1,4000"|"0,3900"|"0,0000"|"0,2000"|"1,1500"|"0,5400"|"0,0720"|"6,3000"|"2,0000"|"0,0000"|"840,0000"|"2500,0000"|"1800,0000"|"230,0000"|"4100,0000"|"840,0000"|"680,0000"|"900,0000"|"480,0000"|"450,0000"|"730,0000"|"1200,0000"|"530,0000"|"240,0000"|"790,0000"|"560,0000"|"190,0000"|"930,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
17|"nuts"|"nuts"|16|"peanut"|"nut, pea, dried"|193|"588,6711"|"25800,0000"|"7700,0000"|"19900,0000"|"0,0000"|"0,0000"|"0,0000"|"9500,0000"|"3100,0000"|"0,0000"|"2300,0000"|"55,6000"|"0,0080"|"0,0005"|"1,9000"|"170,0000"|"1,5200"|"409,0000"|"703,0000"|"0,0069"|"2,0000"|"3,1000"|"0,8600"|"0,9100"|"0,0000"|"0,1000"|"2,8000"|"0,3480"|"0,1060"|"0,0000"|"34,0000"|"0,0000"|"1200,0000"|"3800,0000"|"3700,0000"|"330,0000"|"6000,0000"|"1800,0000"|"1500,0000"|"1600,0000"|"1000,0000"|"760,0000"|"1200,0000"|"2000,0000"|"1000,0000"|"320,0000"|"1700,0000"|"810,0000"|"250,0000"|"1600,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
18|"cereals and cereal products"|"cereals"|125|"rice"|"rice flour"|222|"364,9618"|"7300,0000"|"800,0000"|"79300,0000"|"0,0000"|"0,0000"|"0,0000"|"300,0000"|"0,0000"|"0,0000"|"500,0000"|"4,9700"|"0,0000"|"0,0007"|"1,1000"|"36,0000"|"0,6000"|"96,3000"|"117,0000"|"0,0031"|"2,8000"|"1,7000"|"0,2000"|"0,0800"|"0,0000"|"0,0300"|"0,5000"|"0,2000"|"0,0100"|"0,0000"|"1,0000"|"0,0000"|"440,0000"|"590,0000"|"680,0000"|"81,0000"|"1200,0000"|"340,0000"|"330,0000"|"420,0000"|"380,0000"|"180,0000"|"330,0000"|"630,0000"|"280,0000"|"210,0000"|"390,0000"|"250,0000"|"97,0000"|"500,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
19|"fruits"|"drupes"|147|"european plum"|"prune, dried plum"|280|"258,1262"|"2700,0000"|"7600,0000"|"54600,0000"|"0,0000"|"0,0000"|"0,0000"|"234,0000"|"39500,0000"|"0,0000"|"2100,0000"|"41,8000"|"0,0003"|"0,0008"|"1,1000"|"24,0000"|"0,3800"|"78,2000"|"416,0000"|"0,0010"|"3,0000"|"0,5300"|"0,3800"|"0,0800"|"0,0000"|"0,0900"|"0,4600"|"0,1500"|"0,0040"|"4,0000"|"0,0000"|"0,0000"|"64,0000"|"35,0000"|"1000,0000"|"3,0000"|"90,0000"|"51,0000"|"120,0000"|"64,0000"|"22,0000"|"27,0000"|"47,0000"|"73,0000"|"60,0000"|"12,0000"|"51,0000"|"43,0000"|"9,0000"|"68,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
20|"fruits"|"pomes"|105|"apple"|"apple, dried"|338|"255,2581"|"930,0000"|"8700,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"63,0000"|"41000,0000"|"0,0000"|"1100,0000"|"30,0000"|"0,0000"|"0,0008"|"1,4000"|"5,0000"|"0,2000"|"38,0000"|"450,0000"|"0,0005"|"87,0000"|"0,2000"|"0,0400"|"0,0650"|"0,0000"|"0,1000"|"0,3000"|"0,1250"|"0,0000"|"3,9000"|"0,9000"|"0,0000"|"42,0000"|"24,0000"|"300,0000"|"2,0000"|"73,0000"|"27,0000"|"30,0000"|"37,0000"|"13,0000"|"15,0000"|"30,0000"|"48,0000"|"45,0000"|"8,0000"|"27,0000"|"24,0000"|"8,0000"|"36,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
21|"baking goods"|"baking goods"|682|"leavening agent"|"baking powder"|389|"174,7132"|"5200,0000"|"0,0000"|"37800,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"50700,0000"|"11300,0000"|"0,0000"|"0,0000"|"0,0000"|"9,0000"|"0,0000"|"8430,0000"|"49,0000"|"0,0000"|"11800,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"60,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
23|"herbs and spices"|"oilseed crops"|170|"sesame"|"sesame seed, decorticated"|463|"597,9924"|"22700,0000"|"8800,0000"|"4600,0000"|"0,0000"|"0,0000"|"0,0000"|"8600,0000"|"0,0000"|"0,0000"|"2900,0000"|"64,8000"|"0,0200"|"0,0002"|"14,6000"|"351,0000"|"2,4600"|"739,0000"|"468,0000"|"0,0244"|"11,0000"|"7,7500"|"4,0800"|"0,7910"|"0,0000"|"0,2470"|"0,0500"|"0,7900"|"0,0970"|"0,0000"|"0,0000"|"0,0000"|"1200,0000"|"3300,0000"|"2000,0000"|"460,0000"|"5000,0000"|"1500,0000"|"990,0000"|"1200,0000"|"910,0000"|"660,0000"|"950,0000"|"1700,0000"|"700,0000"|"740,0000"|"1200,0000"|"910,0000"|"500,0000"|"1200,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
24|"herbs and spices"|"oilseed crops"|86|"sunflower"|"sunflower seeds, decorticated, dried"|479|"643,1644"|"24200,0000"|"9900,0000"|"3600,0000"|"0,0000"|"0,0000"|"0,0000"|"5500,0000"|"0,0000"|"0,0000"|"2900,0000"|"95,0000"|"0,0026"|"0,0000"|"5,0000"|"0,0000"|"0,0000"|"540,0000"|"510,0000"|"0,0560"|"2,0000"|"0,0000"|"0,0000"|"2,1000"|"0,0000"|"0,2400"|"0,0000"|"0,3480"|"0,0660"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
25|"herbs and spices"|"herbs"|61|"coriander"|"coriander, leaf, dried"|527|"320,7457"|"21900,0000"|"10400,0000"|"41500,0000"|"0,0000"|"0,0000"|"0,0000"|"253,0000"|"0,0000"|"0,0000"|"14100,0000"|"1246,0000"|"0,0000"|"0,0000"|"42,5000"|"694,0000"|"0,0000"|"481,0000"|"4466,0000"|"0,0000"|"211,0000"|"0,0000"|"0,0000"|"1,2500"|"0,0000"|"1,5000"|"0,0000"|"0,0000"|"0,0000"|"567,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
26|"cereals and cereal products"|"cereals"|575|"wheat"|"wheat flour"|531|"352,7725"|"9700,0000"|"6000,0000"|"69700,0000"|"0,0000"|"0,0000"|"0,0000"|"184,0000"|"500,0000"|"0,0000"|"700,0000"|"17,4000"|"0,0018"|"0,0019"|"1,1800"|"25,0000"|"0,5100"|"117,0000"|"155,0000"|"0,0020"|"1,8500"|"0,7580"|"0,1330"|"0,1890"|"0,0000"|"0,0310"|"0,5000"|"0,0840"|"0,0180"|"0,0000"|"1,9000"|"0,0000"|"320,0000"|"370,0000"|"420,0000"|"170,0000"|"3300,0000"|"350,0000"|"1100,0000"|"510,0000"|"220,0000"|"220,0000"|"410,0000"|"730,0000"|"240,0000"|"150,0000"|"510,0000"|"270,0000"|"110,0000"|"470,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
27|"cereals and cereal products"|"cereals"|169|"rye"|"rye flour, dark, whole meal"|541|"337,4761"|"8700,0000"|"14800,0000"|"61800,0000"|"0,0000"|"0,0000"|"0,0000"|"296,0000"|"5640,0000"|"0,0000"|"1600,0000"|"33,3000"|"0,0040"|"0,0046"|"2,8000"|"92,6000"|"2,1600"|"301,0000"|"438,0000"|"0,0015"|"5,1100"|"2,8000"|"0,3170"|"0,3300"|"0,0000"|"0,1060"|"0,4900"|"0,2800"|"0,0742"|"0,0000"|"6,0000"|"0,0000"|"420,0000"|"500,0000"|"650,0000"|"140,0000"|"2000,0000"|"420,0000"|"790,0000"|"420,0000"|"230,0000"|"230,0000"|"350,0000"|"610,0000"|"380,0000"|"150,0000"|"420,0000"|"330,0000"|"110,0000"|"510,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
28|"cereals and cereal products"|"cereals"|575|"wheat"|"wheat, flour, wholemeal"|542|"340,8222"|"10600,0000"|"13800,0000"|"60000,0000"|"0,0000"|"0,0000"|"0,0000"|"483,0000"|"540,0000"|"0,0000"|"1500,0000"|"29,8000"|"0,0020"|"0,0027"|"3,3100"|"103,0000"|"2,7400"|"313,0000"|"379,0000"|"0,0001"|"4,1300"|"2,6000"|"0,3170"|"0,3900"|"0,0000"|"0,0750"|"0,6800"|"0,3400"|"0,0500"|"0,0000"|"7,0000"|"0,0300"|"460,0000"|"550,0000"|"610,0000"|"180,0000"|"3400,0000"|"480,0000"|"1000,0000"|"550,0000"|"290,0000"|"280,0000"|"420,0000"|"750,0000"|"370,0000"|"170,0000"|"520,0000"|"350,0000"|"150,0000"|"570,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
29|"nuts"|"nuts"|44|"pecan nut"|"pecans, dried"|651|"709,8470"|"9200,0000"|"9600,0000"|"4300,0000"|"0,0000"|"0,0000"|"0,0000"|"6390,0000"|"0,0000"|"0,0000"|"1500,0000"|"70,0000"|"0,0000"|"0,0000"|"2,5300"|"121,0000"|"4,5000"|"277,0000"|"410,0000"|"0,0000"|"0,0000"|"4,5300"|"1,2000"|"0,6600"|"0,0000"|"0,1300"|"0,8630"|"0,2100"|"0,0220"|"1,1000"|"0,0000"|"0,0000"|"400,0000"|"1200,0000"|"930,0000"|"150,0000"|"1900,0000"|"450,0000"|"360,0000"|"470,0000"|"210,0000"|"260,0000"|"330,0000"|"350,0000"|"290,0000"|"190,0000"|"430,0000"|"310,0000"|"93,0000"|"420,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
30|"nuts"|"nuts"|138|"pine nut"|"pine nuts, pignolias, dried"|654|"705,7839"|"11600,0000"|"10700,0000"|"9400,0000"|"0,0000"|"0,0000"|"0,0000"|"9380,0000"|"0,0000"|"0,0000"|"2600,0000"|"16,0000"|"0,0000"|"0,0002"|"5,5300"|"251,0000"|"8,8000"|"575,0000"|"597,0000"|"0,0020"|"2,0000"|"6,4500"|"1,3200"|"0,3640"|"0,0000"|"0,2270"|"0,3130"|"0,0940"|"0,0340"|"0,8000"|"0,0000"|"0,0000"|"670,0000"|"2400,0000"|"1300,0000"|"280,0000"|"2800,0000"|"700,0000"|"670,0000"|"830,0000"|"520,0000"|"340,0000"|"540,0000"|"980,0000"|"540,0000"|"260,0000"|"520,0000"|"360,0000"|"110,0000"|"700,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
31|"nuts"|"nuts"|140|"pistachio"|"pistachio nuts, dried"|655|"567,8776"|"21600,0000"|"8800,0000"|"12300,0000"|"0,0000"|"0,0000"|"0,0000"|"5500,0000"|"0,0000"|"0,0000"|"3000,0000"|"107,0000"|"0,0069"|"0,0000"|"4,1500"|"121,0000"|"1,2000"|"490,0000"|"1025,0000"|"0,0047"|"1,0000"|"2,2000"|"1,3000"|"0,8700"|"0,0000"|"0,1600"|"0,5200"|"1,7000"|"0,0510"|"5,0000"|"0,0000"|"0,0000"|"930,0000"|"2000,0000"|"1800,0000"|"360,0000"|"3800,0000"|"970,0000"|"820,0000"|"1200,0000"|"430,0000"|"510,0000"|"890,0000"|"1600,0000"|"1200,0000"|"340,0000"|"1100,0000"|"660,0000"|"270,0000"|"1200,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
32|"herbs and spices"|"oilseed crops"|170|"sesame"|"sesame seeds, whole, dried"|657|"568,1166"|"17700,0000"|"18000,0000"|"5500,0000"|"0,0000"|"0,0000"|"0,0000"|"6700,0000"|"0,0000"|"0,0000"|"4500,0000"|"959,0000"|"0,0058"|"0,0000"|"14,6000"|"351,0000"|"2,4600"|"580,0000"|"468,0000"|"0,0244"|"11,0000"|"7,7500"|"4,0800"|"0,7910"|"0,0000"|"0,2470"|"0,0500"|"0,7900"|"0,0970"|"0,0000"|"0,0000"|"0,0000"|"1100,0000"|"3100,0000"|"1900,0000"|"440,0000"|"4700,0000"|"1400,0000"|"970,0000"|"1100,0000"|"870,0000"|"600,0000"|"900,0000"|"1600,0000"|"670,0000"|"700,0000"|"1100,0000"|"870,0000"|"470,0000"|"1200,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
33|"herbs and spices"|"herbs"|13|"dill"|"dill weed, dried"|842|"321,2237"|"20000,0000"|"11900,0000"|"43900,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"12600,0000"|"1784,0000"|"0,0000"|"0,0000"|"48,8000"|"451,0000"|"0,0000"|"543,0000"|"3308,0000"|"0,0000"|"208,0000"|"3,3000"|"0,0000"|"0,4180"|"0,0000"|"0,2840"|"0,0000"|"1,7100"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
34|"cereals and cereal products"|"cereals"|79|"common buckwheat"|"buckwheat flour"|1014|"357,3136"|"12000,0000"|"4700,0000"|"65400,0000"|"0,0000"|"0,0000"|"0,0000"|"321,0000"|"0,0000"|"0,0000"|"900,0000"|"8,0000"|"0,0000"|"0,0000"|"2,1000"|"48,0000"|"0,0000"|"190,0000"|"200,0000"|"0,0000"|"0,0000"|"2,0000"|"0,0000"|"0,3500"|"0,0000"|"0,1100"|"0,0000"|"0,2800"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"340,0000"|"560,0000"|"1600,0000"|"69,0000"|"1000,0000"|"440,0000"|"260,0000"|"340,0000"|"160,0000"|"170,0000"|"270,0000"|"490,0000"|"430,0000"|"130,0000"|"310,0000"|"260,0000"|"130,0000"|"410,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
35|"cereals and cereal products"|"cereals"|79|"common buckwheat"|"wheat flour"|1014|"357,3136"|"9700,0000"|"6000,0000"|"69700,0000"|"0,0000"|"0,0000"|"0,0000"|"184,0000"|"0,0000"|"0,0000"|"900,0000"|"8,0000"|"0,0000"|"0,0000"|"2,1000"|"48,0000"|"0,0000"|"190,0000"|"200,0000"|"0,0000"|"0,0000"|"2,0000"|"0,0000"|"0,3500"|"0,0000"|"0,1100"|"0,0000"|"0,2800"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"340,0000"|"560,0000"|"1600,0000"|"69,0000"|"1000,0000"|"440,0000"|"260,0000"|"340,0000"|"160,0000"|"170,0000"|"270,0000"|"490,0000"|"430,0000"|"130,0000"|"310,0000"|"260,0000"|"130,0000"|"410,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
36|"aquatic foods"|"seaweed"|616|"kombu"|"seaweed, konbu, dried (kelp)"|1049|"249,5220"|"7900,0000"|"5300,0000"|"49700,0000"|"0,0000"|"0,0000"|"0,0000"|"200,0000"|"0,0000"|"0,0000"|"24500,0000"|"680,0000"|"0,0000"|"36,0000"|"3,3000"|"121,0000"|"0,0000"|"250,0000"|"7500,0000"|"0,0007"|"3100,0000"|"1,0000"|"0,5000"|"0,2100"|"0,0000"|"0,3200"|"0,0000"|"0,0100"|"0,1800"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
