id_aux|food_group|food_subgroup|id_food_table|nombre_primario|nombre_secundario|orig_food_id|G_energy|G_protein|G_fiber, total dietary|G_carbohydrate|G_carbohydrate, by difference|G_fatty acids, total monounsaturated|G_fatty acids, total polyunsaturated|G_fatty acids, total saturated|G_sugars, total|G_total lipid (fat)|G_ash|M_calcium|M_chromium|M_iodine|M_iron|M_magnesium|M_manganese|M_phosphorus|M_potassium|M_selenium|M_sodium|M_zinc|M_copper|V_vit b1|V_vit b12|V_vit b2|V_vit b5|V_vit b6|V_vit b9|V_vit c|V_vit h|V_vit k|AE_alanine|AE_arginine|AE_aspartic acid|AE_cystine|AE_glutamine|AE_glycine|AE_proline|AE_serine|AE_tyrosine|ANE_histidine|ANE_isoleucine|ANE_leucine|ANE_lysine|ANE_methionine|ANE_phenylalanine|ANE_threonine|ANE_tryptophan|ANE_valine|OT_betaine|OT_caffeine|OT_choline|OT_theobromine
37|"baking goods"|"baking goods"|682|"leavening agent"|"yeast, dried"|1057|"317,1606"|"0,0000"|"19700,0000"|"33000,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"8300,0000"|"44,0000"|"0,0000"|"0,0100"|"16,1000"|"230,0000"|"0,0000"|"1290,0000"|"2000,0000"|"0,0000"|"52,0000"|"8,0000"|"5,0000"|"2,3300"|"0,0000"|"4,0000"|"11,0000"|"2,0000"|"4,0000"|"0,0000"|"200,0000"|"0,0000"|"2200,0000"|"1900,0000"|"3500,0000"|"130,0000"|"4700,0000"|"1800,0000"|"1200,0000"|"1900,0000"|"1200,0000"|"740,0000"|"1800,0000"|"2400,0000"|"2700,0000"|"500,0000"|"1400,0000"|"1800,0000"|"440,0000"|"2300,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
38|"vegetables"|"fruit vegetables"|171|"garden tomato"|"tomato, dried"|1478|"284,1778"|"14100,0000"|"12300,0000"|"43500,0000"|"55800,0000"|"0,0000"|"0,0000"|"499,0000"|"37600,0000"|"0,0000"|"12600,0000"|"110,0000"|"0,0000"|"0,0000"|"9,0900"|"194,0000"|"1,8500"|"356,0000"|"3427,0000"|"0,0055"|"2095,0000"|"1,9900"|"1,4200"|"0,5280"|"0,0000"|"0,4890"|"2,0900"|"0,3320"|"0,0680"|"39,2000"|"0,0000"|"0,0000"|"410,0000"|"340,0000"|"2000,0000"|"180,0000"|"5200,0000"|"340,0000"|"270,0000"|"380,0000"|"250,0000"|"220,0000"|"340,0000"|"520,0000"|"520,0000"|"120,0000"|"360,0000"|"360,0000"|"100,0000"|"360,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
39|"herbs and spices"|"spices"|288|"allspice"|"spices, allspice, ground"|2001|"263,0000"|"6090,0000"|"21600,0000"|"0,0000"|"72120,0000"|"660,0000"|"2360,0000"|"2550,0000"|"0,0000"|"8690,0000"|"4650,0000"|"661,0000"|"0,0000"|"0,0000"|"7,0600"|"135,0000"|"2,9430"|"113,0000"|"1044,0000"|"0,0027"|"77,0000"|"1,0100"|"0,5530"|"0,1010"|"0,0000"|"0,0630"|"0,0000"|"0,2100"|"0,0360"|"39,2000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
40|"herbs and spices"|"herbs"|137|"anise"|"spices, anise seed"|2002|"337,2371"|"17600,0000"|"14600,0000"|"0,0000"|"50020,0000"|"9780,0000"|"3150,0000"|"586,0000"|"0,0000"|"15900,0000"|"6950,0000"|"646,0000"|"0,0000"|"0,0000"|"36,9600"|"170,0000"|"2,3000"|"440,0000"|"1441,0000"|"0,0050"|"16,0000"|"5,3000"|"0,9100"|"0,3400"|"0,0000"|"0,2900"|"0,7970"|"0,6500"|"0,0100"|"21,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
41|"herbs and spices"|"herbs"|119|"sweet basil"|"spices, basil, dried"|2003|"233,2696"|"22980,0000"|"37700,0000"|"0,0000"|"47750,0000"|"1238,0000"|"498,0000"|"2157,0000"|"1710,0000"|"4070,0000"|"14850,0000"|"2240,0000"|"0,0000"|"0,0000"|"89,8000"|"711,0000"|"9,8000"|"274,0000"|"2630,0000"|"0,0030"|"76,0000"|"7,1000"|"2,1000"|"0,0800"|"0,0000"|"1,2000"|"0,8380"|"1,3400"|"0,3100"|"0,8000"|"0,0000"|"1,7145"|"1180,0000"|"1230,0000"|"3020,0000"|"190,0000"|"2570,0000"|"1250,0000"|"2700,0000"|"530,0000"|"750,0000"|"450,0000"|"1060,0000"|"1850,0000"|"1150,0000"|"320,0000"|"1250,0000"|"760,0000"|"260,0000"|"1450,0000"|"16,1000"|"0,0000"|"54,9000"|"0,0000"
42|"herbs and spices"|"herbs"|97|"sweet bay"|"spices, bay leaf"|2004|"313,5755"|"7610,0000"|"26300,0000"|"0,0000"|"74970,0000"|"1640,0000"|"2290,0000"|"2280,0000"|"0,0000"|"8360,0000"|"3620,0000"|"834,0000"|"0,0000"|"0,0000"|"43,0000"|"120,0000"|"8,1670"|"113,0000"|"529,0000"|"0,0028"|"23,0000"|"3,7000"|"0,4160"|"0,0090"|"0,0000"|"0,4210"|"0,0000"|"1,7400"|"0,1800"|"46,5000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
43|"herbs and spices"|"spices"|43|"caraway"|"spices, caraway seed"|2005|"333,0000"|"19770,0000"|"38000,0000"|"0,0000"|"49900,0000"|"7125,0000"|"3272,0000"|"620,0000"|"640,0000"|"14590,0000"|"5870,0000"|"689,0000"|"0,0000"|"0,0000"|"16,2300"|"258,0000"|"1,3000"|"568,0000"|"1351,0000"|"0,0121"|"17,0000"|"5,5000"|"0,9100"|"0,3830"|"0,0000"|"0,3790"|"0,0000"|"0,3600"|"0,0100"|"21,0000"|"0,0000"|"0,0000"|"914,0000"|"1252,0000"|"2084,0000"|"329,0000"|"3169,0000"|"1322,0000"|"917,0000"|"946,0000"|"642,0000"|"550,0000"|"826,0000"|"1218,0000"|"1031,0000"|"361,0000"|"867,0000"|"756,0000"|"244,0000"|"1037,0000"|"0,0000"|"0,0000"|"24,7000"|"0,0000"
44|"herbs and spices"|"spices"|74|"cardamom"|"spices, cardamom"|2006|"311,4245"|"10760,0000"|"28000,0000"|"0,0000"|"68470,0000"|"870,0000"|"430,0000"|"680,0000"|"0,0000"|"6700,0000"|"5780,0000"|"383,0000"|"0,0000"|"0,0000"|"13,9700"|"229,0000"|"28,0000"|"178,0000"|"1119,0000"|"0,0000"|"18,0000"|"7,4700"|"0,3830"|"0,1980"|"0,0000"|"0,1820"|"0,0000"|"0,2300"|"0,0000"|"21,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
45|"herbs and spices"|"spices"|15|"wild celery"|"spices, celery seed"|2007|"392,2084"|"18070,0000"|"11800,0000"|"0,0000"|"41350,0000"|"15930,0000"|"3720,0000"|"2190,0000"|"670,0000"|"25270,0000"|"9270,0000"|"1767,0000"|"0,0000"|"0,0000"|"44,9000"|"440,0000"|"7,5670"|"547,0000"|"1400,0000"|"0,0121"|"160,0000"|"6,9300"|"1,3700"|"0,3400"|"0,0000"|"0,2900"|"0,0000"|"0,8900"|"0,0100"|"17,1000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"24,7000"|"0,0000"
46|"herbs and spices"|"spices"|332|"chervil"|"spices, chervil, dried"|2008|"237,0000"|"23200,0000"|"11300,0000"|"0,0000"|"49100,0000"|"1399,0000"|"1800,0000"|"169,0000"|"0,0000"|"3900,0000"|"16600,0000"|"1346,0000"|"0,0000"|"0,0000"|"31,9500"|"130,0000"|"2,1000"|"450,0000"|"4740,0000"|"0,0293"|"83,0000"|"8,8000"|"0,4400"|"0,3800"|"0,0000"|"0,6800"|"0,0000"|"0,9300"|"0,2740"|"50,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
47|"vegetables"|"fruit vegetables"|40|"pepper"|"spices, chili powder"|2009|"282,0000"|"13460,0000"|"34800,0000"|"0,0000"|"49700,0000"|"3211,0000"|"8006,0000"|"2462,0000"|"7190,0000"|"14280,0000"|"11810,0000"|"330,0000"|"0,0000"|"0,0000"|"17,3000"|"149,0000"|"1,7000"|"300,0000"|"1950,0000"|"0,0204"|"1640,0000"|"4,3000"|"1,0000"|"0,2500"|"0,0000"|"0,9400"|"0,8880"|"2,0940"|"0,0280"|"0,7000"|"0,0000"|"0,1057"|"450,0000"|"490,0000"|"1690,0000"|"180,0000"|"1590,0000"|"600,0000"|"1250,0000"|"230,0000"|"190,0000"|"180,0000"|"390,0000"|"630,0000"|"360,0000"|"130,0000"|"370,0000"|"270,0000"|"70,0000"|"540,0000"|"2,7000"|"0,0000"|"66,5000"|"0,0000"
49|"herbs and spices"|"spices"|179|"cloves"|"spices, cloves, ground"|2011|"274,0000"|"5970,0000"|"33900,0000"|"0,0000"|"65530,0000"|"1393,0000"|"7207,0000"|"3952,0000"|"2380,0000"|"13000,0000"|"5630,0000"|"632,0000"|"0,0000"|"0,0000"|"11,8300"|"259,0000"|"60,1270"|"104,0000"|"1020,0000"|"0,0072"|"277,0000"|"2,3200"|"0,3680"|"0,1580"|"0,0000"|"0,2200"|"0,5090"|"0,3910"|"0,0250"|"0,2000"|"0,0000"|"0,1418"|"290,0000"|"320,0000"|"600,0000"|"70,0000"|"560,0000"|"280,0000"|"390,0000"|"240,0000"|"190,0000"|"130,0000"|"240,0000"|"400,0000"|"370,0000"|"80,0000"|"230,0000"|"180,0000"|"30,0000"|"340,0000"|"1,4000"|"0,0000"|"37,4000"|"0,0000"
50|"herbs and spices"|"herbs"|61|"coriander"|"spices, coriander leaf, dried"|2012|"279,0000"|"21930,0000"|"10400,0000"|"0,0000"|"52100,0000"|"2232,0000"|"328,0000"|"115,0000"|"7270,0000"|"4780,0000"|"14080,0000"|"1246,0000"|"0,0000"|"0,0000"|"42,4600"|"694,0000"|"6,3550"|"481,0000"|"4466,0000"|"0,0293"|"211,0000"|"4,7200"|"1,7860"|"1,2520"|"0,0000"|"1,5000"|"0,0000"|"0,6100"|"0,2740"|"566,7000"|"0,0000"|"1,3595"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"97,1000"|"0,0000"
51|"herbs and spices"|"herbs"|61|"coriander"|"spices, coriander seed"|2013|"297,5621"|"12370,0000"|"41900,0000"|"0,0000"|"54990,0000"|"13580,0000"|"1750,0000"|"990,0000"|"0,0000"|"17770,0000"|"6020,0000"|"709,0000"|"0,0000"|"0,0000"|"16,3200"|"330,0000"|"1,9000"|"409,0000"|"1267,0000"|"0,0262"|"35,0000"|"4,7000"|"0,9750"|"0,2390"|"0,0000"|"0,2900"|"0,0000"|"0,0000"|"0,0000"|"21,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
52|"herbs and spices"|"spices"|67|"cumin"|"spices, cumin seed"|2014|"375,0000"|"17810,0000"|"10500,0000"|"0,0000"|"44240,0000"|"14040,0000"|"3279,0000"|"1535,0000"|"2250,0000"|"22270,0000"|"7620,0000"|"931,0000"|"0,0000"|"0,0000"|"66,3600"|"366,0000"|"3,3330"|"499,0000"|"1788,0000"|"0,0052"|"168,0000"|"4,8000"|"0,8670"|"0,6280"|"0,0000"|"0,3270"|"0,0000"|"0,4350"|"0,0100"|"7,7000"|"0,0000"|"0,0054"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"24,7000"|"0,0000"
54|"herbs and spices"|"herbs"|13|"dill"|"spices, dill seed"|2016|"305,0000"|"15980,0000"|"21100,0000"|"0,0000"|"55170,0000"|"9410,0000"|"1010,0000"|"730,0000"|"0,0000"|"14540,0000"|"6620,0000"|"1516,0000"|"0,0000"|"0,0000"|"16,3300"|"256,0000"|"1,8330"|"277,0000"|"1186,0000"|"0,0121"|"20,0000"|"5,2000"|"0,7800"|"0,4180"|"0,0000"|"0,2840"|"0,0000"|"0,2500"|"0,0100"|"21,0000"|"0,0000"|"0,0000"|"0,0000"|"1263,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"320,0000"|"767,0000"|"925,0000"|"1038,0000"|"143,0000"|"670,0000"|"575,0000"|"0,0000"|"1120,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
55|"herbs and spices"|"herbs"|13|"dill"|"spices, dill weed, dried"|2017|"253,1071"|"19960,0000"|"13600,0000"|"0,0000"|"55820,0000"|"0,0000"|"0,0000"|"234,0000"|"0,0000"|"4360,0000"|"12560,0000"|"1784,0000"|"0,0000"|"0,0000"|"48,7800"|"451,0000"|"3,9500"|"543,0000"|"3308,0000"|"0,0000"|"208,0000"|"3,3000"|"0,4900"|"0,4180"|"0,0000"|"0,2840"|"0,0000"|"1,7100"|"0,0000"|"50,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
56|"herbs and spices"|"herbs"|82|"fennel"|"spices, fennel seed"|2018|"345,0000"|"15800,0000"|"39800,0000"|"0,0000"|"52290,0000"|"9910,0000"|"1690,0000"|"480,0000"|"0,0000"|"14870,0000"|"8220,0000"|"1196,0000"|"0,0000"|"0,0000"|"18,5400"|"385,0000"|"6,5330"|"487,0000"|"1694,0000"|"0,0000"|"88,0000"|"3,7000"|"1,0670"|"0,4080"|"0,0000"|"0,3530"|"0,0000"|"0,4700"|"0,0000"|"21,0000"|"0,0000"|"0,0000"|"789,0000"|"680,0000"|"1833,0000"|"222,0000"|"2956,0000"|"1107,0000"|"900,0000"|"900,0000"|"410,0000"|"331,0000"|"695,0000"|"996,0000"|"758,0000"|"301,0000"|"647,0000"|"602,0000"|"253,0000"|"915,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
57|"herbs and spices"|"herbs"|186|"fenugreek"|"spices, fenugreek seed"|2019|"323,1358"|"23000,0000"|"24600,0000"|"0,0000"|"58350,0000"|"0,0000"|"0,0000"|"1460,0000"|"0,0000"|"6410,0000"|"3400,0000"|"176,0000"|"0,0000"|"0,0000"|"33,5300"|"191,0000"|"1,2280"|"296,0000"|"770,0000"|"0,0063"|"67,0000"|"2,5000"|"1,1100"|"0,3220"|"0,0000"|"0,3660"|"0,0000"|"0,6000"|"0,0570"|"3,0000"|"0,0000"|"0,0000"|"1020,0000"|"2465,0000"|"2708,0000"|"369,0000"|"3988,0000"|"1306,0000"|"1198,0000"|"1215,0000"|"764,0000"|"668,0000"|"1241,0000"|"1757,0000"|"1684,0000"|"338,0000"|"1089,0000"|"898,0000"|"391,0000"|"1102,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
60|"herbs and spices"|"spices"|118|"nutmeg"|"spices, mace, ground"|2022|"475,3824"|"6710,0000"|"20200,0000"|"0,0000"|"50500,0000"|"11170,0000"|"4390,0000"|"9510,0000"|"0,0000"|"32380,0000"|"2230,0000"|"252,0000"|"0,0000"|"0,0000"|"13,9000"|"163,0000"|"1,5000"|"110,0000"|"463,0000"|"0,0027"|"80,0000"|"2,3000"|"2,4670"|"0,3120"|"0,0000"|"0,4480"|"0,0000"|"0,1600"|"0,0760"|"21,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
61|"herbs and spices"|"herbs"|122|"sweet marjoram"|"spices, marjoram, dried"|2023|"271,5105"|"12660,0000"|"40300,0000"|"0,0000"|"60560,0000"|"940,0000"|"4405,0000"|"529,0000"|"4090,0000"|"7040,0000"|"12100,0000"|"1990,0000"|"0,0000"|"0,0000"|"82,7100"|"346,0000"|"5,4330"|"306,0000"|"1522,0000"|"0,0045"|"77,0000"|"3,6000"|"1,1330"|"0,2890"|"0,0000"|"0,3160"|"0,0000"|"1,1900"|"0,2740"|"51,4000"|"0,0000"|"0,6217"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"43,6000"|"0,0000"
62|"herbs and spices"|"spices"|420|"white mustard"|"spices, mustard seed, ground"|2024|"508,1262"|"26080,0000"|"12200,0000"|"0,0000"|"28090,0000"|"22518,0000"|"10088,0000"|"1989,0000"|"6790,0000"|"36240,0000"|"4330,0000"|"266,0000"|"0,0000"|"0,0000"|"9,2100"|"370,0000"|"2,4480"|"828,0000"|"738,0000"|"0,2081"|"13,0000"|"6,0800"|"0,6450"|"0,8050"|"0,0000"|"0,2610"|"0,8100"|"0,3970"|"0,1620"|"7,1000"|"0,0000"|"0,0054"|"1173,0000"|"1933,0000"|"2435,0000"|"680,0000"|"5265,0000"|"1587,0000"|"2810,0000"|"759,0000"|"809,0000"|"878,0000"|"1183,0000"|"2080,0000"|"1844,0000"|"483,0000"|"1173,0000"|"838,0000"|"256,0000"|"1509,0000"|"1,9000"|"0,0000"|"122,7000"|"0,0000"
64|"vegetables"|"onion-family vegetables"|5|"allium"|"spices, onion powder"|2026|"341,0000"|"10410,0000"|"15200,0000"|"0,0000"|"79120,0000"|"202,0000"|"310,0000"|"219,0000"|"6630,0000"|"1040,0000"|"4040,0000"|"384,0000"|"0,0000"|"0,0000"|"3,9000"|"113,0000"|"1,3000"|"322,0000"|"985,0000"|"0,0143"|"73,0000"|"4,0500"|"0,5900"|"0,4570"|"0,0000"|"0,0800"|"0,7320"|"0,7180"|"0,0640"|"23,4000"|"0,0000"|"0,0041"|"180,0000"|"1950,0000"|"660,0000"|"80,0000"|"2090,0000"|"270,0000"|"690,0000"|"140,0000"|"130,0000"|"160,0000"|"140,0000"|"220,0000"|"490,0000"|"90,0000"|"280,0000"|"140,0000"|"60,0000"|"170,0000"|"0,4000"|"0,0000"|"39,0000"|"0,0000"
65|"herbs and spices"|"herbs"|124|"common oregano"|"spices, oregano, dried"|2027|"265,0000"|"9000,0000"|"42500,0000"|"0,0000"|"68920,0000"|"716,0000"|"1369,0000"|"1551,0000"|"4090,0000"|"4280,0000"|"7870,0000"|"1597,0000"|"0,0000"|"0,0000"|"36,8000"|"270,0000"|"4,9900"|"148,0000"|"1260,0000"|"0,0045"|"25,0000"|"2,6900"|"0,6330"|"0,1770"|"0,0000"|"0,5280"|"0,9210"|"1,0440"|"0,2370"|"2,3000"|"0,0000"|"0,6217"|"500,0000"|"449,0000"|"1009,0000"|"110,0000"|"975,0000"|"517,0000"|"1712,0000"|"314,0000"|"297,0000"|"144,0000"|"441,0000"|"780,0000"|"500,0000"|"127,0000"|"449,0000"|"322,0000"|"203,0000"|"585,0000"|"9,8000"|"0,0000"|"32,3000"|"0,0000"
66|"vegetables"|"fruit vegetables"|40|"pepper"|"spices, paprika"|2028|"282,2658"|"14140,0000"|"34900,0000"|"0,0000"|"53990,0000"|"1695,0000"|"7766,0000"|"2140,0000"|"10340,0000"|"12890,0000"|"7740,0000"|"229,0000"|"0,0000"|"0,0000"|"21,1400"|"178,0000"|"1,5900"|"314,0000"|"2280,0000"|"0,0063"|"68,0000"|"4,3300"|"0,7130"|"0,3300"|"0,0000"|"1,2300"|"2,5100"|"2,1410"|"0,0490"|"0,9000"|"0,0000"|"0,0803"|"640,0000"|"890,0000"|"2850,0000"|"230,0000"|"2260,0000"|"780,0000"|"2310,0000"|"610,0000"|"380,0000"|"250,0000"|"570,0000"|"920,0000"|"690,0000"|"200,0000"|"610,0000"|"490,0000"|"70,0000"|"750,0000"|"7,1000"|"0,0000"|"51,5000"|"0,0000"
67|"herbs and spices"|"herbs"|131|"parsley"|"spices, parsley, dried"|2029|"291,5870"|"26630,0000"|"26700,0000"|"0,0000"|"50640,0000"|"761,0000"|"3124,0000"|"1378,0000"|"7270,0000"|"5480,0000"|"11360,0000"|"1140,0000"|"0,0000"|"0,0000"|"22,0400"|"400,0000"|"9,8100"|"436,0000"|"2683,0000"|"0,0141"|"452,0000"|"5,4400"|"0,7800"|"0,1960"|"0,0000"|"2,3830"|"1,0620"|"0,9000"|"0,1800"|"125,0000"|"0,0000"|"1,3595"|"1778,0000"|"1756,0000"|"3169,0000"|"298,0000"|"3688,0000"|"1756,0000"|"2010,0000"|"1159,0000"|"1159,0000"|"718,0000"|"1546,0000"|"2794,0000"|"2098,0000"|"596,0000"|"1712,0000"|"1193,0000"|"475,0000"|"2021,0000"|"1,7000"|"0,0000"|"97,1000"|"0,0000"
68|"herbs and spices"|"spices"|139|"pepper (spice)"|"spices, pepper, black"|2030|"251,0000"|"10390,0000"|"25300,0000"|"0,0000"|"63950,0000"|"739,0000"|"998,0000"|"1392,0000"|"640,0000"|"3260,0000"|"4490,0000"|"443,0000"|"0,0000"|"0,0000"|"9,7100"|"171,0000"|"12,7530"|"158,0000"|"1329,0000"|"0,0049"|"20,0000"|"1,1900"|"1,3300"|"0,1080"|"0,0000"|"0,1800"|"1,3990"|"0,2910"|"0,0170"|"0,0000"|"0,0000"|"0,1637"|"616,0000"|"308,0000"|"1413,0000"|"138,0000"|"1413,0000"|"441,0000"|"1413,0000"|"409,0000"|"483,0000"|"159,0000"|"366,0000"|"1014,0000"|"244,0000"|"96,0000"|"446,0000"|"244,0000"|"58,0000"|"547,0000"|"8,9000"|"0,0000"|"11,3000"|"0,0000"
69|"vegetables"|"fruit vegetables"|40|"pepper"|"spices, pepper, red or cayenne"|2031|"318,1166"|"12010,0000"|"27200,0000"|"0,0000"|"56630,0000"|"2750,0000"|"8370,0000"|"3260,0000"|"10340,0000"|"17270,0000"|"6040,0000"|"148,0000"|"0,0000"|"0,0000"|"7,8000"|"152,0000"|"2,0000"|"293,0000"|"2014,0000"|"0,0088"|"30,0000"|"2,4800"|"0,3730"|"0,3280"|"0,0000"|"0,9190"|"0,0000"|"2,4500"|"0,1060"|"76,4000"|"0,0000"|"0,0803"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"51,5000"|"0,0000"
70|"herbs and spices"|"spices"|139|"pepper (spice)"|"spices, pepper, white"|2032|"296,0000"|"10400,0000"|"26200,0000"|"0,0000"|"68610,0000"|"789,0000"|"616,0000"|"626,0000"|"0,0000"|"2120,0000"|"1590,0000"|"265,0000"|"0,0000"|"0,0000"|"14,3100"|"90,0000"|"4,3000"|"176,0000"|"73,0000"|"0,0031"|"5,0000"|"1,1300"|"0,9100"|"0,0220"|"0,0000"|"0,1260"|"0,0000"|"0,1000"|"0,0100"|"21,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
71|"herbs and spices"|"spices"|447|"opium poppy"|"spices, poppy seed"|2033|"525,0000"|"17990,0000"|"19500,0000"|"0,0000"|"28130,0000"|"5982,0000"|"28569,0000"|"4517,0000"|"2990,0000"|"41560,0000"|"6370,0000"|"1438,0000"|"0,0000"|"0,0000"|"9,7600"|"347,0000"|"6,7070"|"870,0000"|"719,0000"|"0,0135"|"26,0000"|"7,9000"|"1,6270"|"0,8540"|"0,0000"|"0,1000"|"0,3240"|"0,2470"|"0,0820"|"1,0000"|"0,0000"|"0,0000"|"839,0000"|"1945,0000"|"2365,0000"|"297,0000"|"4299,0000"|"952,0000"|"2754,0000"|"952,0000"|"727,0000"|"471,0000"|"819,0000"|"1321,0000"|"952,0000"|"502,0000"|"758,0000"|"686,0000"|"184,0000"|"1095,0000"|"0,9000"|"0,0000"|"8,8000"|"0,0000"
73|"herbs and spices"|"spices"|63|"saffron"|"spices, saffron"|2037|"310,2294"|"11430,0000"|"3900,0000"|"0,0000"|"65370,0000"|"429,0000"|"2067,0000"|"1586,0000"|"0,0000"|"5850,0000"|"5450,0000"|"111,0000"|"0,0000"|"0,0000"|"11,1000"|"264,0000"|"28,4080"|"252,0000"|"1724,0000"|"0,0056"|"148,0000"|"1,0900"|"0,3280"|"0,1150"|"0,0000"|"0,2670"|"0,0000"|"1,0100"|"0,0930"|"80,8000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
