('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(240627, 574, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '415', 'Vitamin B-6', Decimal('1.740000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('1.740000000'), 'dried or powder', 0)
(241690, 3522, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '306', 'Potassium, K', Decimal('668.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 22), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('668.000000000'), 'raw', 0)
(708517, 3522, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Leaf', 'POTASSIUM', 'POTASSIUM', Decimal('1006.300000000'), Decimal('884.200000000'), Decimal('1128.400000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 39), datetime.datetime(2018, 6, 24, 23, 15, 26), None, None, Decimal('1006.300000000'), 'other', 1)
(240613, 3524, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '307', 'Sodium, Na', Decimal('50.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('50.000000000'), 'dried or powder', 0)
(241691, 3524, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '307', 'Sodium, Na', Decimal('26.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 22), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('26.000000000'), 'raw', 0)
(708518, 3524, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Leaf', 'SODIUM', 'SODIUM', Decimal('52.700000000'), Decimal('46.200000000'), Decimal('59.200000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 39), datetime.datetime(2018, 6, 24, 23, 15, 26), None, None, Decimal('52.700000000'), 'other', 1)
(240615, 3583, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '312', 'Copper, Cu', Decimal('0.550000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('0.550000000'), 'dried or powder', 0)
(241693, 3583, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '312', 'Copper, Cu', Decimal('0.301000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 22), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('0.301000000'), 'raw', 0)
(708520, 3583, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Leaf', 'COPPER', 'COPPER', Decimal('0.550000000'), Decimal('0.500000000'), Decimal('0.600000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 39), datetime.datetime(2018, 6, 24, 23, 15, 26), None, None, Decimal('0.550000000'), 'other', 1)
(240614, 3730, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '309', 'Zinc, Zn', Decimal('3.230000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('3.230000000'), 'dried or powder', 0)
(241692, 3730, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '309', 'Zinc, Zn', Decimal('0.930000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 22), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('0.930000000'), 'raw', 0)
(708527, 3730, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Leaf', 'ZINC', 'ZINC', Decimal('3.400000000'), Decimal('3.000000000'), Decimal('3.800000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 39), datetime.datetime(2018, 6, 24, 23, 15, 28), None, None, Decimal('3.400000000'), 'other', 1)
(240624, 8425, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '404', 'Thiamin', Decimal('0.514000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('0.514000000'), 'dried or powder', 0)
(241701, 8425, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '404', 'Thiamin', Decimal('0.036000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 22), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('0.036000000'), 'raw', 0)
(240625, 12163, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '405', 'Riboflavin', Decimal('0.428000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('0.428000000'), 'dried or powder', 0)
(241702, 12163, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '405', 'Riboflavin', Decimal('0.152000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 23), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('0.152000000'), 'raw', 0)
(708653, 12163, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Plant', 'RIBOFLAVIN', 'RIBOFLAVIN', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 40), datetime.datetime(2018, 6, 24, 23, 16, 1), None, None, None, 'other', 1)
(240607, 13393, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '255', 'Water', Decimal('9310.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('9310.000000000'), 'dried or powder', 0)
(241685, 13393, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '255', 'Water', Decimal('67770.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 22), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('67770.000000000'), 'raw', 0)
(708677, 13393, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Plant', 'WATER', 'WATER', Decimal('9310.000000000'), Decimal('7790.000000000'), Decimal('10830.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 41), datetime.datetime(2018, 6, 24, 23, 16, 7), None, None, Decimal('9310.000000000'), 'other', 1)
(240617, 13403, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '317', 'Selenium, Se', Decimal('0.004600000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('0.004600000'), 'dried or powder', 0)
(240628, 14507, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '417', 'Folate, total', Decimal('0.307000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('0.307000000'), 'dried or powder', 0)
(240630, 14507, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '431', 'Folic acid', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('0E-9'), 'dried or powder', 0)
(240631, 14507, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '432', 'Folate, food', Decimal('0.307000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0.307000000'), 'dried or powder', 0)
(240632, 14507, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '435', 'Folate, DFE', Decimal('0.307000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('307.000000000'), 'dried or powder', 0)
(241706, 14507, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '417', 'Folate, total', Decimal('0.109000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 23), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('0.109000000'), 'raw', 0)
(241708, 14507, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '431', 'Folic acid', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 23), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('0E-9'), 'raw', 0)
(241709, 14507, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '432', 'Folate, food', Decimal('0.109000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 23), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('0.109000000'), 'raw', 0)
(241710, 14507, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '435', 'Folate, DFE', Decimal('0.109000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 23), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('109.000000000'), 'raw', 0)
(708737, 14507, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Leaf', 'FOLATE', 'FOLATE', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 41), datetime.datetime(2018, 6, 24, 23, 16, 23), None, None, None, 'other', 1)
(240609, 16258, 'Compound', 159, '02036', 'Spices, rosemary, dried', None, None, '303', 'Iron, Fe', Decimal('29.250000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 7), datetime.datetime(2019, 12, 11, 20, 37, 15), None, None, Decimal('29.250000000'), 'dried or powder', 0)
(241687, 16258, 'Compound', 159, '02063', 'Rosemary, fresh', None, None, '303', 'Iron, Fe', Decimal('6.650000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 22), datetime.datetime(2019, 12, 11, 20, 37, 21), None, None, Decimal('6.650000000'), 'raw', 0)
(708852, 16258, 'Compound', 159, '873', 'Rosemary', 'Rosmarinus officinalis L. [Lamiaceae]', 'Leaf', 'IRON', 'IRON', Decimal('31.000000000'), Decimal('22.000000000'), Decimal('40.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 43), datetime.datetime(2018, 6, 24, 23, 16, 57), None, None, Decimal('31.000000000'), 'other', 1)
